"1","Total Samples taken","16688806"
"2","Sample collected on the day","25347"
"3","Test conducted on the day","24706"
"4","Total No. of patients tested Positive","604058"
"5","No. of patients discharged","587118"
"6","Number of active Cases","305"
"7","Total Deaths reported","16635"
"8","No. of Patients on oxygen support","24"
"9","Patients at critical care Level-3 facilities","13"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","7"
"12","Total Healthcare Workers vaccinated with 1st dose","217882"
"13","Frontline Workers vaccinated with 1st dose on the day","15"
"14","Total Frontline Workers vaccinated with 1st dose","1154717"
"15","Healthcare Workers vaccinated with 2nd dose on the day","68"
"16","Total Healthcare Workers vaccinated with 2nd dose","141649"
"17","Frontline Workers vaccinated with 2nd dose on the day","132"
"18","Total Frontline Workers vaccinated with 2nd dose","343251"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","22"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","200"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1372599"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","484900"
"23","Above 45 Vaccinated with 1st dose on the day","3350"
"24","Total Above 45 Vaccinated with 1st dose","6408255"
"25","Above 45 Vaccinated with 2nd dose on the day","11597"
"26","Total Above 45 Vaccinated with 2nd dose","3718963"
"27","18-44 years age group Vaccinated with 1st dose on the day","9890"
"28","Total 18-44 years age group Vaccinated with 1st dose","9072144"
"29","18-44 years age group Vaccinated with 2nd dose on the day","33015"
"30","Total 18-44 years age group Vaccinated with 2nd dose","4714157"
"31","Total Vaccination 1st dose on the day","13262"
"32","Total Vaccination 2nd dose on the day","44812"
"33","Total Vaccination 1st and 2nd dose on the day","58074"
