"1","Total Samples taken","19021159"
"2","Sample collected on the day","12042"
"3","Test conducted on the day","11931"
"4","Total No. of patients tested Positive","759147"
"5","No. of patients discharged","741309"
"6","Positive cases on the day","4"
"7","Number of active Cases","97"
"8","Total Deaths reported","17741"
"9","No. of Patients on oxygen support","12"
"10","Patients at critical care Level-3 facilities","1"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","0"
"13","Total Healthcare Workers vaccinated with 1st dose","218477"
"14","Frontline Workers vaccinated with 1st dose on the day","3"
"15","Total Frontline Workers vaccinated with 1st dose","1116840"
"16","Healthcare Workers vaccinated with 2nd dose on the day","7"
"17","Total Healthcare Workers vaccinated with 2nd dose","208771"
"18","Frontline Workers vaccinated with 2nd dose on the day","19"
"19","Total Frontline Workers vaccinated with 2nd dose","1007169"
"20","Above 45 Vaccinated with 1st dose on the day","2210"
"21","Total Above 45 Vaccinated with 1st dose","8260479"
"22","Above 45 Vaccinated with 2nd dose on the day","1714"
"23","Total Above 45 Vaccinated with 2nd dose","6790519"
"24","18-44 years age group Vaccinated with 1st dose on the day","2006"
"25","Total 18-44 years age group Vaccinated with 1st dose","12412376"
"26","18-44 years age group Vaccinated with 2nd dose on the day","3810"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8864009"
"28","15-17 years age group Vaccinated with 1st dose on the day","934"
"29","Total 15-17 years age group Vaccinated with 1st dose","971238"
"30","15-17 years age group Vaccinated with 2nd dose on the day","1116"
"31","Total 15-17 years age group Vaccinated with 2nd dose","481695"
"32","12-14 years age group Vaccinated with 1st dose on the day","3001"
"33","Total 12-14 years age group Vaccinated with 1st dose","299813"
"34","Precautionary dose given on the day","579"
"35","Total Precautionary dose given","446676"
"36","Total Vaccination 1st dose on the day","4219"
"37","Total Vaccination 2nd dose on the day","5550"
"38","Total Vaccination 1st and 2nd dose on the day","9769"
