,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Ahmednagar,67,0,127,,511,1023,0,866,589.0,19.0,1477.0,,34600.0,50237.0,0,4543083,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,340761,7086,332411,,2514215,941374,0,11,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,11.0
1,1,1,1,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Akola,0,0,3,,9869,3049,0,3,8.0,1.0,11.0,,61869.0,24192.0,0,1818617,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58782,1426,57335,,831278,385602,0,4,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,4.0
2,2,2,2,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Amravati,2,0,0,,10159,4204,0,3,7.0,1.0,0.0,,57270.0,41328.0,0,2887826,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96243,1595,94618,,1303158,594570,0,2,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,2.0
3,3,3,3,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Aurangabad,20,0,2,,3812,1370,0,156,120.0,0.0,134.0,,90724.0,56135.0,0,3695928,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155574,4252,150867,,1874282,788240,0,14,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,14.0
4,4,4,4,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Beed,7,0,5,,2388,1960,0,69,54.0,7.0,90.0,,46098.0,35809.0,0,2585962,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,103853,2816,101003,,1214038,537271,0,7,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,7.0
5,5,5,5,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Bhandara,3,0,0,,3,17,0,0,3.0,0.0,2.0,,2959.0,15095.0,0,1198810,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60084,1123,58948,,829264,438683,0,10,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,10.0
6,6,6,6,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Buldhana,3,0,3,,4490,1115,0,16,17.0,3.0,17.0,,123884.0,53705.0,0,2588039,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85547,800,84735,,1279706,578731,0,6,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,6.0
7,7,7,7,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Chandrapur,0,0,0,,396,497,0,7,13.0,1.0,0.0,,16732.0,31007.0,0,2194262,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,88986,1563,87387,,1355248,493788,0,4,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,4.0
8,8,8,8,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Dhule,0,0,0,,591,615,0,5,3.0,0.0,4.0,,21560.0,25973.0,0,2048781,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46179,654,45513,,1041531,511952,0,11,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,11.0
9,9,9,9,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Gadchiroli,0,0,0,,249,111,0,2,3.0,0.0,3.0,,7754.0,7036.0,0,1071795,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30445,669,29740,,553574,241565,0,33,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,33.0
10,10,10,10,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Gondia,0,0,1,,38,106,0,2,2.0,0.0,3.0,,6519.0,21752.0,0,1322331,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40521,569,39944,,897726,499243,0,7,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,7.0
11,11,11,11,2021-11-14,MH,956,18,966,107304,79710,75902,0,8117,6646.0,195.0,8771.0,729819.0,1457825.0,2032918.0,0.0,Hingoli,0,0,0,,3318,1380,0,0,1.0,0.0,0.0,,40175.0,17885.0,0,1178973,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,18478,506,17959,,587548,222766,0,1,2022-01-22 00:35:05.607892,122153000,2022-01-22 00:35:05.608737,,3647 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6624300,140583,6467879,63970588,69171669,33492283,0,3647,3647.0,1.0
