,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Balod,0,0,0,,1509,4088,2,1.0,0.0,4.0,,12206.0,22900.0,826165,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,27281,396,26884,,551092,297145,2021-11-14 20:00:00+05:30,28724000,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
1,1,1,1,1,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Baloda Bazar,0,0,0,,2226,1705,0,6.0,0.0,0.0,,18525.0,16542.0,1305343,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,43091,471,42614,,636503,228901,2021-11-14 20:00:00+05:30,28724000,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
2,2,2,2,2,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Balrampur,0,0,0,,4865,2299,0,0.0,0.0,0.0,,21204.0,11141.0,598855,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,20302,118,20184,,332515,127591,2021-11-14 20:00:00+05:30,28724000,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
3,3,3,3,3,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Bametara,0,0,0,,5337,3301,1,1.0,1.0,1.0,,20329.0,13836.0,197035,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,19965,237,19727,,426208,147123,2021-11-14 20:00:00+05:30,28724000,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
4,4,4,4,4,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Bastar,2,0,3,,192,359,24,5.0,0.0,13.0,,5030.0,6179.0,1302253,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,21075,188,20881,,450899,187029,2021-11-14 20:00:00+05:30,28724000,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
5,5,5,5,5,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Bijapur,0,0,0,,11,3,5,0.0,0.0,5.0,,357.0,301.0,229832,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,8324,55,8269,,103811,44747,2021-11-13 17:45:43,28724000,2021-11-13 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
6,6,6,6,6,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Bilaspur,1,0,3,,2669,7530,17,14.0,1.0,15.0,,16832.0,51248.0,1961922,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,65706,1212,64476,,1054900,601156,2021-11-14 20:00:00+05:30,28724000,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
7,7,7,7,7,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Dakshin Bastar Dantewada,4,0,1,,33,57,6,11.0,0.0,9.0,,1961.0,5749.0,533638,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,10859,25,10822,,160949,89432,2021-11-13 17:45:43,28724000,2021-11-13 08:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
8,8,8,8,8,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Dhamtari,1,0,0,,27,85,2,2.0,0.0,1.0,,4420.0,8443.0,799199,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,27241,545,26694,,514486,233668,2021-11-14 20:00:00+05:30,28724000,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
9,9,9,9,9,2021-11-14,CT,32,0,25,0,38778,51781,205,186.0,4.0,189.0,,304325.0,529754.0,Durg,4,0,1,,1027,2260,26,19.0,1.0,25.0,,15943.0,35108.0,3343079,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,96919,1800,95090,,1029351,563471,2021-11-14 20:00:00+05:30,28724000,2021-11-14 20:00:00+05:30,https://twitter.com/HealthCgGov,,1006358,13588,992533,,15241386,8094033,0,0,0,0,0
