"Total No. of Sample Taken Today","46935"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","8847"
"Total Active COVID-19 Patients","59344"
"Total No. of Active Cases under Home Isolation (19-01-2022)","57708"
"Total No. of Samples found Positive till date 
Total Omicron Cases:208 (Active – 01, Discharged - 207)","873337"
"Total Positive COVID-19 Patients Recovered / Discharged till date","803834"
"No. of Deaths","10136"
"Total No. of People Vaccinated today","119870 
(1st Dose: 45014, 
2nd Dose: 67774 
Precaution Dose:7082)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22163006 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 78% for 18yrs above population)","16077847 (78%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","83129"
"Cumulative Coverage of Total COVID-19 Vaccination","38323982"
"COVID-19 Today (19-01-2022) Positivity Rate","19.99%"
"Recovery Rate","92.04%"
"Fatality Rate","1.16%"
"Tests Per Million Population","608763"
