"Total No. of Sample Taken Today","15355"
"Total No. of Positive Cases Detected Today","436"
"Total Active COVID-19 Patients","2010"
"Total No. of Active Cases under Home Isolation (16-07-2022)","1940"
"Total No. of Samples found Positive till date","1022034"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1009369"
"No. of Deaths","10632"
"Total No. of People Vaccinated Today","28963 
(1st Dose: 1861 
2nd Dose: 6180 
Precaution Dose: 20922)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23596687 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19563192 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1227894"
"Cumulative Coverage of Total COVID-19 Vaccination","44387773"
"COVID-19 Today (16-07-2022) Positivity Rate","3.14%"
"Recovery Rate","98.76%"
"Fatality Rate","1.04%"
