"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","783657","2","49728","0","446","1","49273","9"
"2","ALWAR","1595728","1","84468","0","320","0","84133","15"
"3","BANSWARA","314902","0","14763","0","106","0","14657","0"
"4","BARAN","232223","2","15249","0","64","0","15183","2"
"5","BARMER","401779","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476196","0","31450","0","272","0","31178","0"
"7","BHILWARA","505115","0","38179","0","162","0","38014","3"
"8","BIKANER","735057","0","49903","0","586","0","49315","2"
"9","BUNDI","231453","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","450304","1","29376","0","140","0","29234","2"
"11","CHURU","432425","0","20819","0","114","0","20705","0"
"12","DAUSA","288565","0","15775","0","80","0","15695","0"
"13","DHOLPUR","279367","7","13779","0","49","0","13705","25"
"14","DUNGARPUR","327292","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","421568","1","28138","0","158","0","27978","2"
"16","HANUMANGARH","487309","0","22516","0","114","0","22402","0"
"17","JAIPUR","3371021","68","274806","0","2111","12","272448","247"
"18","JAISALMER","241969","0","17036","0","68","0","16968","0"
"19","JALORE","442806","0","10545","0","78","0","10467","0"
"20","JHALAWAR","387086","0","17707","0","207","0","17500","0"
"21","JHUNJHUNU","491269","0","19158","0","181","0","18977","0"
"22","JODHPUR","1413258","3","141093","0","1164","1","139924","5"
"23","KARAULI","236343","0","8968","0","84","0","8884","0"
