"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","775223","2","49703","0","446","0","49250","7"
"2","ALWAR","1564574","1","84432","0","320","1","84108","4"
"3","BANSWARA","307337","3","14753","0","106","2","14637","10"
"4","BARAN","226419","0","15244","0","64","1","15175","5"
"5","BARMER","399268","0","21452","0","205","0","21247","0"
"6","BHARATPUR","472994","3","31442","0","272","2","31153","17"
"7","BHILWARA","499499","0","38176","0","162","0","38014","0"
"8","BIKANER","723270","0","49881","0","586","3","49293","2"
"9","BUNDI","226607","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","446928","1","29363","0","140","0","29222","1"
"11","CHURU","423292","3","20813","0","114","2","20693","6"
"12","DAUSA","283099","0","15773","0","80","0","15693","0"
"13","DHOLPUR","274034","0","13748","0","49","0","13698","1"
"14","DUNGARPUR","326234","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","418420","0","28136","0","158","3","27972","6"
"16","HANUMANGARH","482424","2","22506","0","114","6","22380","12"
"17","JAIPUR","3307250","26","274256","0","2111","25","271991","154"
"18","JAISALMER","240886","0","17036","0","68","0","16968","0"
"19","JALORE","439136","0","10545","0","78","0","10460","7"
"20","JHALAWAR","371924","0","17706","0","207","0","17499","0"
"21","JHUNJHUNU","485974","0","19158","0","181","0","18977","0"
"22","JODHPUR","1390167","5","141028","0","1163","15","139834","31"
"23","KARAULI","233880","1","8968","0","84","0","8881","3"
