"Total No. of Sample Taken Today","7937"
"Total No. of Positive Cases Detected Today","371"
"Total Active COVID-19 Patients","2537"
"Total No. of Active Cases under Home Isolation (09-05-2022)","2500"
"Total No. of Samples found Positive till date","996975"
"Total Positive COVID-19 Patients Recovered / Discharged till date","983795"
"No. of Deaths","10620"
"Total No. of People Vaccinated Today","30968 
(1st Dose: 6967 
2nd Dose: 13198 
Precaution Dose: 10803)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23419259(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 15yrs above population)","19008000 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","474545"
"Cumulative Coverage of Total COVID-19 Vaccination","42901804"
"COVID-19 Today (09-05-2022) Positivity Rate","3.59%"
"Recovery Rate","98.68%"
"Fatality Rate","1.07%"
