"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","786372","1","49745","0","447","0","49289","9"
"2","ALWAR","1605334","9","84566","0","320","11","84195","51"
"3","BANSWARA","317056","0","14765","0","106","2","14659","0"
"4","BARAN","234467","8","15259","0","64","0","15185","10"
"5","BARMER","402901","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476243","0","31451","0","272","0","31179","0"
"7","BHILWARA","506443","0","38181","0","162","0","38019","0"
"8","BIKANER","740073","1","49922","0","586","0","49324","12"
"9","BUNDI","233197","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","451461","0","29377","0","140","0","29237","0"
"11","CHURU","433805","0","20831","0","114","0","20705","12"
"12","DAUSA","290617","0","15797","0","80","2","15710","7"
"13","DHOLPUR","283472","5","13931","0","49","11","13867","15"
"14","DUNGARPUR","327649","1","25498","0","134","0","25363","1"
"15","GANGANAGAR","422289","1","28143","0","158","0","27981","4"
"16","HANUMANGARH","488018","0","22518","0","114","0","22404","0"
"17","JAIPUR","3402900","24","275607","0","2112","76","273177","318"
"18","JAISALMER","242281","0","17036","0","68","0","16968","0"
"19","JALORE","444502","0","10546","0","78","0","10467","1"
"20","JHALAWAR","392231","2","17715","0","207","0","17502","6"
"21","JHUNJHUNU","492085","0","19158","0","181","0","18977","0"
"22","JODHPUR","1418546","1","141108","0","1164","0","139936","8"
"23","KARAULI","237628","0","8968","0","84","0","8884","0"
