"1","Total Samples taken","18943018"
"2","Sample collected on the day","13966"
"3","Test conducted on the day","13760"
"4","Total No. of patients tested Positive","759048"
"5","No. of patients discharged","741179"
"6","Positive cases on the day","29"
"7","Number of active Cases","129"
"8","Total Deaths reported","17740"
"9","No. of Patients on oxygen support","5"
"10","Patients at critical care Level-3 facilities","1"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","0"
"13","Total Healthcare Workers vaccinated with 1st dose","218466"
"14","Frontline Workers vaccinated with 1st dose on the day","5"
"15","Total Frontline Workers vaccinated with 1st dose","1116804"
"16","Healthcare Workers vaccinated with 2nd dose on the day","44"
"17","Total Healthcare Workers vaccinated with 2nd dose","208456"
"18","Frontline Workers vaccinated with 2nd dose on the day","314"
"19","Total Frontline Workers vaccinated with 2nd dose","1004753"
"20","Above 45 Vaccinated with 1st dose on the day","218"
"21","Total Above 45 Vaccinated with 1st dose","8249112"
"22","Above 45 Vaccinated with 2nd dose on the day","2308"
"23","Total Above 45 Vaccinated with 2nd dose","6749602"
"24","18-44 years age group Vaccinated with 1st dose on the day","680"
"25","Total 18-44 years age group Vaccinated with 1st dose","12391986"
"26","18-44 years age group Vaccinated with 2nd dose on the day","4893"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8771472"
"28","15-17 years age group Vaccinated with 1st dose on the day","1068"
"29","Total 15-17 years age group Vaccinated with 1st dose","937791"
"30","15-17 years age group Vaccinated with 2nd dose on the day","1303"
"31","Total 15-17 years age group Vaccinated with 2nd dose","438356"
"32","12-14 years age group Vaccinated with 1st dose on the day","5406"
"33","Total 12-14 years age group Vaccinated with 1st dose","180969"
"34","Precautionary dose given on the day","369"
"35","Total Precautionary dose given","434004"
"36","Total Vaccination 1st dose on the day","903"
"37","Total Vaccination 2nd dose on the day","7559"
"38","Total Vaccination 1st and 2nd dose on the day","8462"
