,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Ahmednagar,52,4,78,,14538,29388,0,610,824.0,9.0,1354.0,,85894.0,170112.0,0,4543083,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,342467,7135,334965,,2710359,1300192,0,11,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
1,1,1,1,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Akola,1,0,1,,5689,4403,0,3,2.0,0.0,5.0,,57034.0,32369.0,0,1818617,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58796,1426,57353,,1066042,497681,0,4,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
2,2,2,2,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Amravati,10,0,11,,7697,9325,0,14,46.0,1.0,59.0,,67661.0,47662.0,0,2887826,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96281,1598,94677,,1763130,809380,0,2,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
3,3,3,3,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Aurangabad,8,0,32,,9912,12100,0,147,301.0,9.0,306.0,,92376.0,87403.0,0,3695928,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155920,4263,151559,,2542134,1161533,0,14,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
4,4,4,4,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Beed,6,0,13,,8577,10196,0,77,45.0,3.0,18.0,,80659.0,77066.0,0,2585962,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104041,2831,101139,,1495658,759308,0,7,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
5,5,5,5,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Bhandara,0,0,0,,1033,3147,0,3,-95.0,0.0,-93.0,,9586.0,45773.0,0,1198810,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,59993,1123,58860,,852704,578664,0,10,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
6,6,6,6,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Buldhana,6,0,4,,5112,6683,0,31,21.0,2.0,22.0,,50062.0,52088.0,0,2588039,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85618,804,84796,,1593731,787234,0,6,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
7,7,7,7,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Chandrapur,1,0,0,,3980,13067,0,6,35.0,0.0,36.0,,29932.0,90145.0,0,2194262,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,89020,1564,87433,,1455674,717418,0,4,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
8,8,8,8,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Dhule,0,0,0,,5298,7226,0,5,-29.0,0.0,-29.0,,37848.0,46023.0,0,2048781,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46158,655,45491,,1239680,712296,0,11,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
9,9,9,9,2021-12-07,MH,699,19,1087,99010,303858,535917,0,5425,4337.0,197.0,5245.0,744160.0,2261305.0,3724605.0,0.0,Gadchiroli,2,0,1,,3485,7737,0,4,2.0,0.0,5.0,,20752.0,41731.0,0,1071795,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30457,669,29753,,593927,322714,0,33,2022-01-22 00:35:09.667974,122153000,2022-01-22 00:35:09.668801,,3676 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6639995,141194,6488680,66255554,76569703,43744123,0,3676,5.0,0.0
