"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,914+6","18,740+9","110","64-3","25-Feb-22"
"2","Coochbehar","33,957+5","33,807+6","106","44-1","25-Feb-22"
"3","Darjeeling","69,018+7","68,331+13","599","88-6","25-Feb-22"
"4","Kalimpong","8,514+1","8,439+3","58","17-2","25-Feb-22"
"5","Jalpaiguri","49,590+7","48,865+11","648","77-4","25-Feb-22"
"6","Uttar Dinajpur","25,117+2","24,816+5","268","33-3","25-Feb-22"
"7","Dakshin Dinajpur","23,087+3","22,843+8","193","51-5","25-Feb-22"
"8","Malda","44,425+2","44,165+9","199","61-7","25-Feb-22"
"9","Murshidabad","41,627+5","41,226+6","356","45-1","25-Feb-22"
"10","Nadia","87,615+13","86,562+15","944","109-2","25-Feb-22"
"11","Birbhum","57,707+9","57,268+12","350","89-3","25-Feb-22"
"12","Purulia","24,215+2","24,068+4","123","24-2","25-Feb-22"
"13","Bankura","43,881+9","43,527+9","286","68","25-Feb-22"
"14","Jhargram","15,543+1","15,496+3","30","17-2","25-Feb-22"
"15","Paschim Medinipur","62,543+11","61,948+9","530+1","65+1","25-Feb-22"
"16","Purba Medinipur","67,833+3","67,350+6","441","42-3","25-Feb-22"
"17","Purba Bardhaman","55,409+17","55,095+9","238","76+8","25-Feb-22"
"18","Paschim Bardhaman","75,614+8","75,123+8","432","59","25-Feb-22"
"19","Howrah","1,24,998+11","1,23,273+11","1,640","85","25-Feb-22"
"20","Hooghly","1,07,929+8","1,06,728+11","1,119","82-3","25-Feb-22"
"21","North 24 Parganas","4,02,934+33","3,97,310+40","5,338+1","286-8","25-Feb-22"
"22","South 24 Parganas","1,27,273+26","1,25,623+18","1,510","140+8","25-Feb-22"
"23","Kolkata","4,46,994+47","4,41,013+44","5,651+1","330+2","25-Feb-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,14,803+236","19,91,679+269","21,172+3","1,952-36",""
