"1","Total Samples taken","17891375"
"2","Sample collected on the day","36402"
"3","Test conducted on the day","34633"
"4","Total No. of patients tested Positive","746837"
"5","No. of patients discharged","711767"
"6","Positive cases on the day","1730"
"7","Number of active Cases","17750"
"8","Total Deaths reported","17320"
"9","No. of Patients on oxygen support","894"
"10","Patients at critical care Level-3 facilities","270"
"11","Patients who are critical and on ventilator support","80"
"12","Healthcare Workers vaccinated with 1st dose on the day","43"
"13","Total Healthcare Workers vaccinated with 1st dose","217981"
"14","Frontline Workers vaccinated with 1st dose on the day","95"
"15","Total Frontline Workers vaccinated with 1st dose","1115391"
"16","Healthcare Workers vaccinated with 2nd dose on the day","1265"
"17","Total Healthcare Workers vaccinated with 2nd dose","195163"
"18","Frontline Workers vaccinated with 2nd dose on the day","5107"
"19","Total Frontline Workers vaccinated with 2nd dose","935821"
"20","Above 45 Vaccinated with 1st dose on the day","31218"
"21","Total Above 45 Vaccinated with 1st dose","7507410"
"22","Above 45 Vaccinated with 2nd dose on the day","63601"
"23","Total Above 45 Vaccinated with 2nd dose","5742457"
"24","18-44 years age group Vaccinated with 1st dose on the day","74242"
"25","Total 18-44 years age group Vaccinated with 1st dose","10874019"
"26","18-44 years age group Vaccinated with 2nd dose on the day","97159"
"27","Total 18-44 years age group Vaccinated with 2nd dose","6922877"
"28","15-17 years age group Vaccinated with 1st dose on the day","29854"
"29","Total 15-17 years age group Vaccinated with 1st dose","499902"
"30","15-17 years age group Vaccinated with 2nd dose on the day","849"
"31","Total 15-17 years age group Vaccinated with 2nd dose","1351"
"32","Precautionary dose given on the day","14427"
"33","Total Precautionary dose given","225519"
"34","Total Vaccination 1st dose on the day","105598"
"35","Total Vaccination 2nd dose on the day","167132"
"36","Total Vaccination 1st and 2nd dose on the day","272730"
