"Total No. of Sample Taken Today","21033"
"Total No. of Positive Cases Detected Today","32"
"Total Positive Cases under Home Isolation (05-12-2021)","133"
"Total No. of Samples Sent till date","13773844"
"Total No. of Samples found Positive till date","771851 
(M: 471615 
F: 300219 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761594"
"Total Active COVID-19 Patients","180"
"No. of Deaths","10054"
"Total No. of People Vaccinated today","149302 
(1st Dose: 32410, 
2nd Dose: 116892"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18770087 (91%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","10660826 (52%)"
"Cumulative Coverage of Total COVID-19 Vaccination","29430913"
"COVID-19 Today (06-12-2021) Positivity Rate","0.11%"
"COVID-19 Cumulative Positivity Rate","5.62%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","543347"
