"1","Total Samples taken","*18383567"
"2","Sample collected on the day","6558"
"3","Test conducted on the day","11152"
"4","Total No. of patients tested Positive","757358"
"5","No. of patients discharged","738360"
"6","Positive cases on the day","103"
"7","Number of active Cases","1316"
"8","Total Deaths reported","17682"
"9","No. of Patients on oxygen support","89"
"10","Patients at critical care Level-3 facilities","36"
"11","Patients who are critical and on ventilator support","12"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218356"
"14","Frontline Workers vaccinated with 1st dose on the day","10"
"15","Total Frontline Workers vaccinated with 1st dose","1116530"
"16","Healthcare Workers vaccinated with 2nd dose on the day","197"
"17","Total Healthcare Workers vaccinated with 2nd dose","205101"
"18","Frontline Workers vaccinated with 2nd dose on the day","842"
"19","Total Frontline Workers vaccinated with 2nd dose","988529"
"20","Above 45 Vaccinated with 1st dose on the day","2727"
"21","Total Above 45 Vaccinated with 1st dose","8129728"
"22","Above 45 Vaccinated with 2nd dose on the day","7122"
"23","Total Above 45 Vaccinated with 2nd dose","6474801"
"24","18-44 years age group Vaccinated with 1st dose on the day","6654"
"25","Total 18-44 years age group Vaccinated with 1st dose","12132578"
"26","18-44 years age group Vaccinated with 2nd dose on the day","13324"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8156370"
"28","15-17 years age group Vaccinated with 1st dose on the day","1636"
"29","Total 15-17 years age group Vaccinated with 1st dose","751245"
"30","15-17 years age group Vaccinated with 2nd dose on the day","2460"
"31","Total 15-17 years age group Vaccinated with 2nddose","79329"
"32","Precautionary dose given on the day","1969"
"33","Total Precautionary dose given","381401"
"34","Total Vaccination 1st dose on the day","9394"
"35","Total Vaccination 2nd dose on the day","21485"
"36","Total Vaccination 1st and 2nd dose on the day","30879"
