"Total No. of Sample Taken Today","2628"
"Total No. of Positive Cases Detected Today","14"
"Total Active COVID-19 Patients","187"
"Total No. of Active Cases under Home Isolation (25-10-2022)","180"
"Total No. of Samples found Positive till date","1055912"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044992"
"No. of Deaths","10710"
"Total No. of People Vaccinated Today","66 
(1st Dose: 5 
2nd Dose: 16 
Precaution Dose: 45)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23668380 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19816292 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1931094"
"Cumulative Coverage of Total COVID-19 Vaccination","45415766"
"COVID-19 Today (25-10-2022) Positivity Rate","0.53%"
"Recovery Rate","98.97%"
"Fatality Rate","1.01%"
