"1","Total Samples taken","18217321"
"2","Sample collected on the day","27264"
"3","Test conducted on the day","26747"
"4","Total No. of patients tested Positive","755561"
"5","No. of patients discharged","733999"
"6","Positive cases on the day","340"
"7","Number of active Cases","3966"
"8","Total Deaths reported","17596"
"9","No. of Patients on oxygen support","252"
"10","Patients at critical care Level-3 facilities","68"
"11","Patients who are critical and on ventilator support","26"
"12","Healthcare Workers vaccinated with 1st dose on the day","13"
"13","Total Healthcare Workers vaccinated with 1st dose","218261"
"14","Frontline Workers vaccinated with 1st dose on the day","61"
"15","Total Frontline Workers vaccinated with 1st dose","1116241"
"16","Healthcare Workers vaccinated with 2nd dose on the day","515"
"17","Total Healthcare Workers vaccinated with 2nd dose","202672"
"18","Frontline Workers vaccinated with 2nd dose on the day","2575"
"19","Total Frontline Workers vaccinated with 2nd dose","972617"
"20","Above 45 Vaccinated with 1st dose on the day","45234"
"21","Total Above 45 Vaccinated with 1st dose","7974467"
"22","Above 45 Vaccinated with 2nd dose on the day","33565"
"23","Total Above 45 Vaccinated with 2nd dose","6299188"
"24","18-44 years age group Vaccinated with 1st dose on the day","82273"
"25","Total 18-44 years age group Vaccinated with 1st dose","11817157"
"26","18-44 years age group Vaccinated with 2nd dose on the day","59121"
"27","Total 18-44 years age group Vaccinated with 2nd dose","7824458"
"28","15-17 years age group Vaccinated with 1st dose on the day","8300"
"29","Total 15-17 years age group Vaccinated with 1st dose","706697"
"30","15-17 years age group Vaccinated with 2nd dose on the day","2881"
"31","Total 15-17 years age group Vaccinated with 2nd dose","32815"
"32","Precautionary dose given on the day","6614"
"33","Total Precautionary dose given","342499"
"34","Total Vaccination 1st dose on the day","127581"
"35","Total Vaccination 2nd dose on the day","95776"
"36","Total Vaccination 1st and 2nd dose on the day","223357"
