"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","694","757","243652","52","12356","256008","369"
"Bageshwar","372","409","216950","13","5809","222759","655"
"Chamoli","470","460","297174","8","12278","309452","883"
"Champawat","2248","1320","272609","46","7755","280364","1008"
"Dehradun","3531","2778","1940316","537","114675","2054991","1887"
"Haridwar","2474","2522","2244300","303","52281","2296581","1394"
"Nainital","1809","1161","583804","404","40331","624135","1351"
"Pauri Garhwal","836","994","420101","24","18039","438140","181"
"Pithoragarh","720","967","238448","82","10425","248873","868"
"Rudraprayag","296","436","203996","6","8820","212816","859"
"Tehri Garhwal","602","451","309474","28","15908","325382","887"
"US Nagar","2443","1008","979390","37","38185","1017575","2503"
"Uttarkashi","269","377","346273","20","12610","358883","588"
"Total","16764","13640","8296487","1560","349472","8645959","13433"
