"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,593+4","15,446+5","102","45-1","31-Oct-21"
"2","Coochbehar","29,285+10","29,072+12","97","116-2","31-Oct-21"
"3","Darjeeling","57,160+17","56,355+29","539","266-12","31-Oct-21"
"4","Kalimpong","7,038+2","6,953+3","54","31-1","31-Oct-21"
"5","Jalpaiguri","41,996+14","41,272+16","572","152-2","31-Oct-21"
"6","Uttar Dinajpur","19,860+2","19,565+6","239+1","56-5","31-Oct-21"
"7","Dakshin Dinajpur","17,903+14","17,588+15","170","145-1","31-Oct-21"
"8","Malda","33,427+21","33,131+10","186","110+11","31-Oct-21"
"9","Murshidabad","33,995+2","33,611+6","328","56-4","31-Oct-21"
"10","Nadia","73,364+31","72,098+44","860+1","406-14","31-Oct-21"
"11","Birbhum","41,204+7","40,746+19","286","172-12","31-Oct-21"
"12","Purulia","19,420+1","19,285+2","113","22-1","31-Oct-21"
"13","Bankura","36,329+16","35,860+21","274","195-5","31-Oct-21"
"14","Jhargram","12,145+10","12,068+5","27","50+5","31-Oct-21"
"15","Paschim Medinipur","53,612+31","52,847+27","507","258+4","31-Oct-21"
"16","Purba Medinipur","63,105+7","62,565+16","397","143-9","31-Oct-21"
"17","Purba Bardhaman","42,024+19","41,611+23","198","215-4","31-Oct-21"
"18","Paschim Bardhaman","57,795+17","57,209+25","356","230-8","31-Oct-21"
"19","Howrah","98,831+74","96,637+70","1,524","670+4","31-Oct-21"
"20","Hooghly","86,348+48","84,719+69","992+2","637-23","31-Oct-21"
"21","North 24 Parganas","3,29,351+94","3,23,236+139","4,835+2","1,280-47","31-Oct-21"
"22","South 24 Parganas","1,01,036+79","99,020+70","1,337+1","679+8","31-Oct-21"
"23","Kolkata","3,22,746+205","3,15,381+235","5,153+1","2,212-31","31-Oct-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,93,633+725","15,66,338+867","19,149+8","8,146-150",""
