"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16829","16516","52","261"
"2","Chengalpattu","171340","167844","993","2503"
"3","Chennai","554058","543948","1573","8537"
"4","Coimbatore","246172","242387","1381","2404"
"5","Cuddalore","63995","62909","219","867"
"6","Dharmapuri","28352","27841","238","273"
"7","Dindigul","33060","32313","102","645"
"8","Erode","103953","102399","872","682"
"9","Kallakurichi","31315","30965","140","210"
"10","Kancheepuram","74815","73201","358","1256"
"11","Kanyakumari","62273","61048","177","1048"
"12","Karur","23992","23459","177","356"
"13","Krishnagiri","43473","42920","206","347"
"14","Madurai","75143","73763","209","1171"
"15","Mayiladuthurai","23256","22826","114","316"
"16","Nagapattinam","21007","20473","193","341"
"17","Namakkal","52022","50990","536","496"
"18","Nilgiris","33479","33017","253","209"
"19","Perambalur","12048","11769","36","243"
"20","Pudukottai","30131","29582","134","415"
"21","Ramanathapuram","20545","20118","70","357"
"22","Ranipet","43381","42500","107","774"
"23","Salem","99588","97297","608","1683"
"24","Sivagangai","20134","19796","132","206"
"25","Tenkasi","27343","26822","37","484"
"26","Thanjavur","75140","73575","595","970"
"27","Theni","43561","43001","40","520"
"28","Thirupathur","29258","28555","78","625"
"29","Thiruvallur","119197","116858","499","1840"
"30","Thiruvannamalai","54883","54003","213","667"
"31","Thiruvarur","41349","40602","309","438"
"32","Thoothukudi","56240","55697","135","408"
"33","Tirunelveli","49305","48723","151","431"
"34","Tiruppur","95058","93332","752","974"
"35","Trichy","77329","75793","481","1055"
"36","Vellore","49783","48473","180","1130"
"37","Villupuram","45803","45324","123","356"
"38","Virudhunagar","46267","45657","62","548"
"39","Airport Surveillance 
(International)","1028","1024","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1082","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","26,97,418","26,48,830","12,540","36,048"
