"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","800167","4","50207","0","449","0","49666","92"
"2","ALWAR","1634575","15","85104","0","321","15","84683","100"
"3","BANSWARA","323608","0","14797","0","106","0","14679","12"
"4","BARAN","243825","2","15324","0","64","1","15255","5"
"5","BARMER","407447","4","21508","0","205","0","21280","23"
"6","BHARATPUR","476498","0","31457","0","274","1","31182","1"
"7","BHILWARA","511286","12","38402","0","162","5","38178","62"
"8","BIKANER","768342","20","50720","0","592","14","50007","121"
"9","BUNDI","237141","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","455681","12","29508","0","140","0","29313","55"
"11","CHURU","438672","2","20975","0","115","0","20841","19"
"12","DAUSA","299906","8","15951","0","82","3","15824","45"
"13","DHOLPUR","290785","0","13968","0","49","0","13917","2"
"14","DUNGARPUR","328725","3","25552","0","134","0","25386","32"
"15","GANGANAGAR","423607","0","28193","0","158","0","28031","4"
"16","HANUMANGARH","489783","0","22546","0","115","0","22424","7"
"17","JAIPUR","3499600","42","278433","0","2114","20","275929","390"
"18","JAISALMER","243515","19","17093","0","68","0","16968","57"
"19","JALORE","450720","15","10646","0","78","0","10512","56"
"20","JHALAWAR","419732","0","17796","0","207","0","17573","16"
"21","JHUNJHUNU","494903","0","19161","0","181","0","18980","0"
"22","JODHPUR","1442285","44","142292","0","1164","63","140806","322"
"23","KARAULI","244523","0","8970","0","85","0","8884","1"
