"Total No. of Sample Taken Today","6571"
"Total No. of Positive Cases Detected Today","39"
"Total Active COVID-19 Patients","492"
"Total No. of Active Cases under Home Isolation (19-03-2022)","451"
"Total No. of Samples found Positive till date","984496"
"Total Positive COVID-19 Patients Recovered / Discharged till date","973385"
"No. of Deaths","10596"
"Total No. of People Vaccinated Today","26426 
(1st Dose: 13167 
2nd Dose: 11956 
Precaution Dose: 1303)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22935852 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18317187 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","256565"
"Cumulative Coverage of Total COVID-19 Vaccination","41509604"
"COVID-19 Today (19-03-2022) Positivity Rate","0.36%"
"Recovery Rate","98.87%"
"Fatality Rate","1.08%"
"Tests Per Million Population","666702"
