"Total No. of Sample Taken Today","7355"
"Total No. of Positive Cases Detected Today","135"
"Total Active COVID-19 Patients","864"
"Total No. of Active Cases under Home Isolation (05-09-2022)","789"
"Total No. of Samples found Positive till date","1053011"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1041436"
"No. of Deaths","10688"
"Total No. of People Vaccinated Today","10762 
(1st Dose: 1054 
2nd Dose: 2508 
Precaution Dose: 7200)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23651477 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19769773 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1795777"
"Cumulative Coverage of Total COVID-19 Vaccination","45217027"
"COVID-19 Today (05-09-2022) Positivity Rate","1.51%"
"Recovery Rate","98.90%"
"Fatality Rate","1.01%"
