"Total No. of Sample Taken Today","4705"
"Total No. of Positive Cases Detected Today","174"
"Total Active COVID-19 Patients","722"
"Total No. of Active Cases under Home Isolation (15-04-2022)","714"
"Total No. of Samples found Positive till date","986603"
"Total Positive COVID-19 Patients Recovered / Discharged till date","975240"
"No. of Deaths","10618"
"Total No. of People Vaccinated Today","26131 
(1st Dose: 5450 
2nd Dose: 14327 
Precaution Dose: 6354)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23222078 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18635781 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","317664"
"Cumulative Coverage of Total COVID-19 Vaccination","42175523"
"COVID-19 Today (15-04-2022) Positivity Rate","3.31%"
"Recovery Rate","98.85%"
"Fatality Rate","1.08%"
"Tests Per Million Population","676802"
