"1","Total Samples taken","16321622"
"2","Sample collected on the day","27596"
"3","Test conducted on the day","17776"
"4","Total No. of patients tested Positive","603556"
"5","No. of patients discharged","586594"
"6","Number of active Cases","350"
"7","Total Deaths reported","16612"
"8","No. of Patients on oxygen support","36"
"9","Patients at critical care Level-3 facilities","16"
"10","Patients who are critical and on ventilator support","0"
"11","Healthcare Workers vaccinated with 1st dose on the day","5"
"12","Total Healthcare Workers vaccinated with 1st dose","217122"
"13","Frontline Workers vaccinated with 1st dose on the day","137"
"14","Total Frontline Workers vaccinated with 1st dose","1153573"
"15","Healthcare Workers vaccinated with 2nd dose on the day","38"
"16","Total Healthcare Workers vaccinated with 2nd dose","139144"
"17","Frontline Workers vaccinated with 2nd dose on the day","318"
"18","Total Frontline Workers vaccinated with 2nd dose","338929"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","142"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","356"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1370695"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","478073"
"23","Above 45 Vaccinated with 1st dose on the day","8081"
"24","Total Above 45 Vaccinated with 1st dose","6347223"
"25","Above 45 Vaccinated with 2nd dose on the day","27086"
"26","Total Above 45 Vaccinated with 2nd dose","3489761"
"27","18-44 years age group Vaccinated with 1st dose on the day","21601"
"28","Total 18-44 years age group Vaccinated with 1st dose","8878468"
"29","18-44 years age group Vaccinated with 2nd dose on the day","61708"
"30","Total 18-44 years age group Vaccinated with 2nd dose","4127936"
"31","Total Vaccination 1st dose on the day","29824"
"32","Total Vaccination 2nd dose on the day","89150"
"33","Total Vaccination 1st and 2nd dose on the day","118974"
