"Total No. of Sample Taken Today","12678"
"Total No. of Positive Cases Detected Today","14"
"Total Positive Cases under Home Isolation (14-11-2021)","106"
"Total No. of Samples Sent till date","13291939"
"Total No. of Samples found Positive till date","771448 
(M: 471392 
F: 300039 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761250"
"Total Active COVID-19 Patients","124"
"No. of Deaths","10051"
"Total No. of People Vaccinated today","110440 
(1st Dose: 31281, 
2nd Dose: 79159"
"Cumulative Coverage of Vaccination","26959188"
"COVID-19 Today (15-11-2021) Positivity Rate","0.08%"
"COVID-19 Cumulative Positivity Rate","5.81%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","524337"
