"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,625+49","18,074+40","108","443+9","7-Feb-22"
"2","Coochbehar","33,776+33","33,178+47","103","495-14","7-Feb-22"
"3","Darjeeling","68,692+52","67,233+84","585","874-32","7-Feb-22"
"4","Kalimpong","8,432+3","8,217+16","57","158-13","7-Feb-22"
"5","Jalpaiguri","49,176+27","47,911+62","633+1","632-36","7-Feb-22"
"6","Uttar Dinajpur","24,997+14","24,447+28","259","291-14","7-Feb-22"
"7","Dakshin Dinajpur","22,865+15","22,329+34","190+2","346-21","7-Feb-22"
"8","Malda","44,173+38","43,387+56","196","590-18","7-Feb-22"
"9","Murshidabad","41,457+27","40,718+37","348","391-10","7-Feb-22"
"10","Nadia","87,097+22","85,393+77","930+1","774-56","7-Feb-22"
"11","Birbhum","57,384+25","56,315+71","343+1","726-47","7-Feb-22"
"12","Purulia","24,115+9","23,755+23","120","240-14","7-Feb-22"
"13","Bankura","43,595+25","42,820+48","285+5","490-28","7-Feb-22"
"14","Jhargram","15,470+4","15,262+18","30","178-14","7-Feb-22"
"15","Paschim Medinipur","62,271+31","61,250+48","523","498-17","7-Feb-22"
"16","Purba Medinipur","67,673+5","66,963+28","428+2","282-25","7-Feb-22"
"17","Purba Bardhaman","55,177+14","54,385+56","232","560-42","7-Feb-22"
"18","Paschim Bardhaman","75,378+34","74,402+55","413+9","563-30","7-Feb-22"
"19","Howrah","1,24,716+17","1,22,443+63","1,634","639-46","7-Feb-22"
"20","Hooghly","1,07,610+36","1,05,779+70","1,111+1","720-35","7-Feb-22"
"21","North 24 Parganas","4,01,790+94","3,94,080+238","5,282+4","2,428-148","7-Feb-22"
"22","South 24 Parganas","1,26,848+54","1,24,329+100","1,485+1","1,034-47","7-Feb-22"
"23","Kolkata","4,45,866+108","4,37,623+260","5,586+5","2,657-157","7-Feb-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,07,249+736","19,70,356+1,559","20,884+32","16,009-855",""
