"Total No. of Sample Taken Today","9275"
"Total No. of Positive Cases Detected Today","64"
"Total Active COVID-19 Patients","415"
"Total No. of Active Cases under Home Isolation (17-09-2022)","380"
"Total No. of Samples found Positive till date","1054254"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1043119"
"No. of Deaths","10697"
"Total No. of People Vaccinated Today","6585 
(1st Dose: 602 
2nd Dose: 1402 
Precaution Dose: 4581)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23659430 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19793645 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1869410"
"Cumulative Coverage of Total COVID-19 Vaccination","45322485"
"COVID-19 Today (17-09-2022) Positivity Rate","0.67%"
"Recovery Rate","98.94%"
"Fatality Rate","1.01%"
