"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","802045","14","50315","0","449","4","49758","108"
"2","ALWAR","1637928","35","85285","0","321","0","84783","181"
"3","BANSWARA","324338","10","14849","0","106","0","14691","52"
"4","BARAN","244946","0","15329","0","64","2","15260","5"
"5","BARMER","408062","4","21521","0","205","4","21303","13"
"6","BHARATPUR","476554","0","31459","0","274","0","31184","1"
"7","BHILWARA","511878","14","38486","0","162","12","38240","84"
"8","BIKANER","772076","2","50807","0","593","10","50137","77"
"9","BUNDI","237354","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","456290","8","29528","0","140","12","29368","20"
"11","CHURU","439240","2","21016","0","115","19","20884","17"
"12","DAUSA","301586","31","16068","0","82","11","15879","107"
"13","DHOLPUR","291466","0","13975","0","49","0","13919","7"
"14","DUNGARPUR","329767","0","25578","0","134","3","25418","26"
"15","GANGANAGAR","423691","0","28198","0","160","0","28035","3"
"16","HANUMANGARH","489985","0","22551","0","115","0","22431","5"
"17","JAIPUR","3510306","109","279148","0","2116","42","276317","715"
"18","JAISALMER","244007","6","17150","0","68","0","17025","57"
"19","JALORE","451479","11","10687","0","78","15","10568","41"
"20","JHALAWAR","422781","4","17830","0","208","0","17594","28"
"21","JHUNJHUNU","495132","0","19161","0","181","0","18980","0"
"22","JODHPUR","1445313","24","142511","0","1164","53","141132","215"
"23","KARAULI","245329","0","8971","0","85","0","8885","1"
