"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","791939","7","49857","0","447","5","49362","48"
"2","ALWAR","1619892","2","84795","0","321","2","84418","56"
"3","BANSWARA","320918","0","14771","0","106","0","14665","0"
"4","BARAN","240016","0","15309","0","64","0","15242","3"
"5","BARMER","404725","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476315","0","31451","0","272","0","31179","0"
"7","BHILWARA","508723","1","38203","0","162","1","38034","7"
"8","BIKANER","751132","10","50091","0","587","4","49431","73"
"9","BUNDI","236130","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","453365","2","29410","0","140","0","29256","14"
"11","CHURU","436292","0","20902","0","115","0","20766","21"
"12","DAUSA","295122","0","15859","0","81","1","15760","18"
"13","DHOLPUR","287798","0","13966","0","49","0","13916","1"
"14","DUNGARPUR","327946","0","25499","0","134","0","25364","1"
"15","GANGANAGAR","423146","5","28164","0","158","0","27995","11"
"16","HANUMANGARH","489068","0","22522","0","114","0","22405","3"
"17","JAIPUR","3454840","19","276751","0","2113","40","274350","288"
"18","JAISALMER","242697","0","17036","0","68","0","16968","0"
"19","JALORE","446482","0","10557","0","78","0","10473","6"
"20","JHALAWAR","407221","0","17757","0","207","0","17545","5"
"21","JHUNJHUNU","493432","0","19160","0","181","1","18979","0"
"22","JODHPUR","1428491","7","141217","0","1164","3","140008","45"
"23","KARAULI","241453","0","8968","0","84","0","8884","0"
