"Total No. of Sample Taken Today","6320"
"Total No. of Positive Cases Detected Today","33"
"Total Active COVID-19 Patients","191"
"Total No. of Active Cases under Home Isolation (05-10-2022)","172"
"Total No. of Samples found Positive till date","1055118"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044197"
"No. of Deaths","10707"
"Total No. of People Vaccinated Today","4153 
(1st Dose: 479 
2nd Dose: 757 
Precaution Dose: 2917)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23665500 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19808961 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1908295"
"Cumulative Coverage of Total COVID-19 Vaccination","45382756"
"COVID-19 Today (05-10-2022) Positivity Rate","0.49%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
