"Total No. of Sample Taken Today","8703"
"Total No. of Positive Cases Detected Today","571"
"Total Active COVID-19 Patients","2711"
"Total No. of Active Cases under Home Isolation (04-05-2022)","2675"
"Total No. of Samples found Positive till date","994502"
"Total Positive COVID-19 Patients Recovered / Discharged till date","981148"
"No. of Deaths","10620"
"Total No. of People Vaccinated Today","22137 
(1st Dose: 4021 
2nd Dose: 10383 
Precaution Dose: 7733)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23383696 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 15yrs above population)","18943869 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","422364"
"Cumulative Coverage of Total COVID-19 Vaccination","42749929"
"COVID-19 Today (04-05-2022) Positivity Rate","4.98%"
"Recovery Rate","98.66%"
"Fatality Rate","1.07%"
