"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,625+5","15,475+5","102","48","6-Nov-21"
"2","Coochbehar","29,362+15","29,143+11","97","122+4","6-Nov-21"
"3","Darjeeling","57,292+19","56,511+23","543+1","238-5","6-Nov-21"
"4","Kalimpong","7,056+1","6,972+3","54","30-2","6-Nov-21"
"5","Jalpaiguri","42,063+10","41,359+13","577+1","127-4","6-Nov-21"
"6","Uttar Dinajpur","19,941+14","19,608+9","239","94+5","6-Nov-21"
"7","Dakshin Dinajpur","18,037+23","17,688+17","171","178+6","6-Nov-21"
"8","Malda","33,485+11","33,195+10","186","104+1","6-Nov-21"
"9","Murshidabad","34,033+3","33,646+6","329","58-3","6-Nov-21"
"10","Nadia","73,578+35","72,337+37","862","379-2","6-Nov-21"
"11","Birbhum","41,297+18","40,847+15","287","163+3","6-Nov-21"
"12","Purulia","19,431+2","19,297+2","114","20","6-Nov-21"
"13","Bankura","36,468+15","35,986+21","274","208-6","6-Nov-21"
"14","Jhargram","12,179+4","12,098+5","27","54-1","6-Nov-21"
"15","Paschim Medinipur","53,737+22","52,995+23","508","234-1","6-Nov-21"
"16","Purba Medinipur","63,165+8","62,647+12","397","121-4","6-Nov-21"
"17","Purba Bardhaman","42,151+9","41,744+21","200","207-12","6-Nov-21"
"18","Paschim Bardhaman","57,925+20","57,350+21","356","219-1","6-Nov-21"
"19","Howrah","99,216+48","97,043+64","1,527+1","646-17","6-Nov-21"
"20","Hooghly","86,693+53","85,103+58","997","593-5","6-Nov-21"
"21","North 24 Parganas","3,30,206+146","3,24,024+126","4,855+4","1,327+16","6-Nov-21"
"22","South 24 Parganas","1,01,425+37","99,439+64","1,347+2","639-29","6-Nov-21"
"23","Kolkata","3,24,057+205","3,16,725+208","5,174+2","2,158-5","6-Nov-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,98,488+723","15,71,295+774","19,226+11","7,967-62",""
