"Total No. of Sample Taken Today","14626"
"Total No. of Positive Cases Detected Today","53"
"Total Active COVID-19 Patients","367"
"Total No. of Active Cases under Home Isolation (26-03-2022)","343"
"Total No. of Samples found Positive till date","984977"
"Total Positive COVID-19 Patients Recovered / Discharged till date","973980"
"No. of Deaths","10607"
"Total No. of People Vaccinated Today","40975 
(1st Dose: 23493 
2nd Dose: 15704 
Precaution Dose: 1778)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23099166 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18408577 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","267008"
"Cumulative Coverage of Total COVID-19 Vaccination","41774751"
"COVID-19 Today (26-03-2022) Positivity Rate","0.35%"
"Recovery Rate","98.88%"
"Fatality Rate","1.08%"
"Tests Per Million Population","670640"
