"Total No. of Sample Taken Today","15240"
"Total No. of Positive Cases Detected Today","508"
"Total Active COVID-19 Patients","2271"
"Total No. of Active Cases under Home Isolation (20-07-2022)","2190"
"Total No. of Samples found Positive till date","1023765"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1010837"
"No. of Deaths","10634"
"Total No. of People Vaccinated Today","25107 
(1st Dose: 1583 
2nd Dose: 6323 
Precaution Dose: 17201)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23604160 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19589003 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1290170"
"Cumulative Coverage of Total COVID-19 Vaccination","44483333"
"COVID-19 Today (20-07-2022) Positivity Rate","3.90%"
"Recovery Rate","98.74%"
"Fatality Rate","1.04%"
