"Total No. of Sample Taken Today","13873"
"Total No. of Positive Cases Detected Today","517"
"Total Active COVID-19 Patients","1960"
"Total No. of Active Cases under Home Isolation (26-04-2022)","1934"
"Total No. of Samples found Positive till date","990279"
"Total Positive COVID-19 Patients Recovered / Discharged till date","977678"
"No. of Deaths","10618"
"Total No. of People Vaccinated Today","46820 
(1st Dose: 13210 
2nd Dose: 27640 
Precaution Dose: 5970)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23320906 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18833503 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","381188"
"Cumulative Coverage of Total COVID-19 Vaccination","42535597"
"COVID-19 Today (26-04-2022) Positivity Rate","4.94%"
"Recovery Rate","98.73%"
"Fatality Rate","1.07%"
"Tests Per Million Population","680770"
