"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","798255","10","50125","0","447","19","49594","84"
"2","ALWAR","1631433","5","84989","0","321","0","84616","52"
"3","BANSWARA","322985","0","14785","0","106","1","14678","1"
"4","BARAN","242945","1","15319","0","64","1","15251","4"
"5","BARMER","406659","0","21485","0","205","0","21272","8"
"6","BHARATPUR","476435","0","31455","0","273","0","31181","1"
"7","BHILWARA","510654","5","38335","0","162","6","38124","49"
"8","BIKANER","763843","9","50583","1","591","13","49824","168"
"9","BUNDI","236980","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","455181","0","29453","0","140","0","29296","17"
"11","CHURU","438138","0","20956","0","115","0","20836","5"
"12","DAUSA","298616","3","15906","0","82","4","15818","6"
"13","DHOLPUR","290203","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","328257","0","25520","0","134","0","25370","16"
"15","GANGANAGAR","423523","1","28190","0","158","6","28029","3"
"16","HANUMANGARH","489584","4","22543","0","115","4","22421","7"
"17","JAIPUR","3488630","44","278067","0","2114","51","275554","399"
"18","JAISALMER","243137","0","17036","0","68","0","16968","0"
"19","JALORE","449707","0","10590","0","78","0","10496","16"
"20","JHALAWAR","417708","4","17781","0","207","0","17560","14"
"21","JHUNJHUNU","494520","0","19161","0","181","0","18980","0"
"22","JODHPUR","1438286","22","141875","0","1164","23","140441","270"
"23","KARAULI","243770","0","8969","0","85","0","8884","0"
