,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Bagalkote,0,0,0,,823.0,98.0,0,0,0.0,0.0,0.0,,57683.0,22844.0,0,1890826,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,35178.0,333.0,34843.0,,1188016,613422,0,0.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,0.0
1,1,1,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Ballari,0,0,2,,2415.0,483.0,0,0,9.0,0.0,14.0,,54006.0,84805.0,0,2532383,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,97763.0,1689.0,95961.0,,1758198,864065,0,0.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,0.0
2,2,2,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Belagavi,6,0,1,,427.0,825.0,0,0,20.0,1.0,21.0,,39701.0,98350.0,0,4778439,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,79900.0,938.0,78879.0,,3165252,1386668,0,0.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,0.0
3,3,3,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Bengaluru Rural,3,0,3,,118.0,994.0,0,0,23.0,2.0,27.0,,5196.0,22700.0,0,987257,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,62005.0,890.0,61073.0,,700825,385704,0,0.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,0.0
4,4,4,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Bengaluru Urban,137,7,204,,2109.0,11462.0,0,0,1165.0,37.0,1093.0,,48836.0,247281.0,0,9588910,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,1251872.0,16281.0,1229059.0,,9219875,5903791,0,1.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,1.0
5,5,5,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Bidar,0,0,0,,408.0,740.0,0,0,0.0,0.0,5.0,,13739.0,30558.0,0,1700018,,,4.0 cases were recorded as Deaths due to Non Covid Reasons,24340.0,400.0,23936.0,,929776,515993,0,4.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,4.0
6,6,6,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Chamarajanagara,0,0,4,,25.0,399.0,0,0,6.0,0.0,15.0,,2102.0,36658.0,0,1020962,,,11.0 cases were recorded as Deaths due to Non Covid Reasons,33001.0,500.0,32469.0,,647951,351940,0,11.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,11.0
7,7,7,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Chikkaballapura,2,1,0,,16.0,22.0,0,0,11.0,3.0,8.0,,4700.0,19860.0,0,1254377,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,43951.0,429.0,43501.0,,852473,497674,0,1.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,1.0
8,8,8,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Chikkamagaluru,3,0,4,,14.0,29.0,0,0,28.0,0.0,93.0,,4830.0,13010.0,0,1137753,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,51126.0,395.0,50662.0,,737417,346002,0,0.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,0.0
9,9,9,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Chitradurga,3,0,3,,2340.0,1956.0,0,0,17.0,0.0,12.0,,45062.0,47252.0,0,1660378,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,36666.0,206.0,36412.0,,1020280,618156,0,0.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,0.0
10,10,10,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Dakshina Kannada,24,0,20,,139.0,858.0,0,0,192.0,9.0,193.0,,5124.0,38765.0,0,2083625,,,7.0 cases were recorded as Deaths due to Non Covid Reasons,115478.0,1680.0,113515.0,,1531107,848253,0,7.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,7.0
11,11,11,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Davanagere,2,0,1,,16.0,33.0,0,0,10.0,1.0,11.0,,7079.0,28149.0,0,1946905,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,50989.0,608.0,50359.0,,1016827,495371,0,0.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,0.0
12,12,12,2021-10-31,KA,292.0,11.0,345.0,106939,16747,28642,0,0,2347.0,75.0,2339.0,724215.0,622201.0,1373040.0,0.0,Dharwad,0,1,3,,459.0,323.0,0,0,4.0,3.0,10.0,,24515.0,35313.0,0,1846993,,,2.0 cases were recorded as Deaths due to Non Covid Reasons,60970.0,1315.0,59639.0,,1212295,561504,0,2.0,2022-01-22T01:23:35.511917+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988333.0,38082.0,2941578.0,50873103.0,42496209,22857316,0,29.0,29.0,2.0
