"Total No. of Sample Taken Today","14513"
"Total No. of Positive Cases Detected Today","534"
"Total Active COVID-19 Patients","2512"
"Total No. of Active Cases under Home Isolation (05-05-2022)","2469"
"Total No. of Samples found Positive till date","995036"
"Total Positive COVID-19 Patients Recovered / Discharged till date","981881"
"No. of Deaths","10620"
"Total No. of People Vaccinated Today","32347 
(1st Dose: 8074 
2nd Dose: 15638 
Precaution Dose: 8635)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23391770 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 15yrs above population)","18959507 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","430999"
"Cumulative Coverage of Total COVID-19 Vaccination","42782276"
"COVID-19 Today (05-05-2022) Positivity Rate","4.74%"
"Recovery Rate","98.68%"
"Fatality Rate","1.07%"
