"Total No. of Sample Taken Today","20347"
"Total No. of Positive Cases Detected Today","158"
"Total Active COVID-19 Patients","836"
"Total No. of Active Cases under Home Isolation (11-03-2022)","758"
"Total No. of Samples found Positive till date","983786"
"Total Positive COVID-19 Patients Recovered / Discharged till date","972342"
"No. of Deaths","10585"
"Total No. of People Vaccinated today","21693 
(1st Dose: 3258, 
2nd Dose: 17328 
Precaution Dose: 1107)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22893511 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18228987 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","249332"
"Cumulative Coverage of Total COVID-19 Vaccination","41371830"
"COVID-19 Today (11-03-2022) Positivity Rate","0.74%"
"Recovery Rate","98.84%"
"Fatality Rate","1.08%"
"Tests Per Million Population","662076"
