"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,746+4","15,601+3","102","43+1","9-Dec-21"
"2","Coochbehar","29,753+11","29,513+11","99","141","9-Dec-21"
"3","Darjeeling","58,116+21","57,318+20","549","249+1","9-Dec-21"
"4","Kalimpong","7,145+1","7,067+2","54","24-1","9-Dec-21"
"5","Jalpaiguri","42,546+19","41,787+13","590","169+6","9-Dec-21"
"6","Uttar Dinajpur","20,102+3","19,808+4","241","53-1","9-Dec-21"
"7","Dakshin Dinajpur","18,628+7","18,279+15","176","173-8","9-Dec-21"
"8","Malda","33,793+7","33,502+8","188","103-1","9-Dec-21"
"9","Murshidabad","34,193+2","33,807+5","331+1","55-4","9-Dec-21"
"10","Nadia","74,510+41","73,317+23","888+1","305+17","9-Dec-21"
"11","Birbhum","41,807+31","41,314+15","290","203+16","9-Dec-21"
"12","Purulia","19,491+1","19,358+2","114","19-1","9-Dec-21"
"13","Bankura","36,875+5","36,490+9","276","109-4","9-Dec-21"
"14","Jhargram","12,318+8","12,249+3","27","42+5","9-Dec-21"
"15","Paschim Medinipur","54,191+6","53,531+13","510","150-7","9-Dec-21"
"16","Purba Medinipur","63,476+5","62,969+9","401","106-4","9-Dec-21"
"17","Purba Bardhaman","42,655+9","42,309+11","206","140-2","9-Dec-21"
"18","Paschim Bardhaman","58,624+20","58,015+20","361+1","248-1","9-Dec-21"
"19","Howrah","1,00,936+35","98,867+44","1,539","530-9","9-Dec-21"
"20","Hooghly","88,597+46","86,989+48","1,020","588-2","9-Dec-21"
"21","North 24 Parganas","3,34,480+107","3,28,150+111","4,964+3","1,366-7","9-Dec-21"
"22","South 24 Parganas","1,03,331+33","1,01,360+48","1,386","585-15","9-Dec-21"
"23","Kolkata","3,30,619+206","3,23,177+173","5,269+3","2,173+30","9-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,21,998+628","15,94,840+610","19,584+9","7,574+9",""
