"Total No. of Sample Taken Today","15410"
"Total No. of Positive Cases Detected Today","262"
"Total Active COVID-19 Patients","1190"
"Total No. of Active Cases under Home Isolation (20-05-2022)","1168"
"Total No. of Samples found Positive till date","1000476"
"Total Positive COVID-19 Patients Recovered / Discharged till date","988642"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","34025 
(1st Dose: 8214 
2nd Dose: 14825 
Precaution Dose: 10986"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23492148 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19141515 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","597700"
"Cumulative Coverage of Total COVID-19 Vaccination","43231363"
"COVID-19 Today (20-05-2022) Positivity Rate","1.77%"
"Recovery Rate","98.82%"
"Fatality Rate","1.06%"
