"Total No. of Sample Taken Today","12482"
"Total No. of Positive Cases Detected Today","42"
"Total Active COVID-19 Patients","349"
"Total No. of Active Cases under Home Isolation (27-03-2022)","328"
"Total No. of Samples found Positive till date","985019"
"Total Positive COVID-19 Patients Recovered / Discharged till date","974039"
"No. of Deaths","10608"
"Total No. of People Vaccinated Today","11751 
(1st Dose: 6333 
2nd Dose: 4726 
Precaution Dose: 692)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23105499 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18413303 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","267700"
"Cumulative Coverage of Total COVID-19 Vaccination","41786502"
"COVID-19 Today (27-03-2022) Positivity Rate","0.32%"
"Recovery Rate","98.89%"
"Fatality Rate","1.08%"
"Tests Per Million Population","671133"
