"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","2","35180","0","34842","5","0","333","0"
"2","Ballari","0","97767","0","95970","111","0","1686","0"
"3","Belagavi","3","79919","2","78905","76","0","938","0"
"4","Bengaluru Rural","3","62016","4","61089","38","0","889","0"
"5","Bengaluru Urban","118","1252532","117","1229857","6381","1","16293","1"
"6","Bidar","0","24341","0","23936","1","0","400","4"
"7","Chamarajanagara","0","33002","3","32480","9","0","502","11"
"8","Chikkaballapura","4","43957","0","43510","15","0","431","1"
"9","Chikkamagaluru","2","51136","6","50683","57","0","396","0"
"10","Chitradurga","3","36676","4","36430","40","0","206","0"
"11","Dakshina 
Kannada","10","115546","33","113673","186","1","1680","7"
"12","Davanagere","0","50990","1","50364","18","0","608","0"
"13","Dharwada","3","60984","0","59647","18","1","1317","2"
"14","Gadag","0","26066","1","25747","0","0","319","0"
"15","Hassana","3","111818","16","110400","160","0","1256","2"
"16","Haveri","0","21947","0","21301","3","0","643","0"
"17","Kalaburagi","0","61931","0","61098","13","1","820","0"
"18","Kodagu","5","37129","34","36668","131","0","329","1"
"19","Kolara","3","46925","0","46238","53","0","634","0"
"20","Koppala","0","35198","0","34661","16","0","521","0"
"21","Mandya","5","73781","9","73052","76","1","653","0"
"22","Mysuru","25","179271","24","176584","274","1","2413","0"
"23","Raichuru","1","39975","1","39642","1","1","332","0"
"24","Ramanagara","0","24206","0","23873","13","0","320","0"
"25","Shivamogga","1","69454","1","68269","95","0","1090","0"
"26","Tumakuru","5","120880","19","119503","246","0","1131","0"
"27","Udupi","7","76752","3","76218","47","0","487","0"
"28","Uttara Kannada","11","56258","8","55394","93","0","771","0"
"29","Vijayapura","0","36271","0","35765","11","0","495","0"
"30","Yadagiri","0","27545","0","27338","1","0","206","0"
"31","Others**","0","36","0","33","0","0","3","0"
"Total","","214","2989489","286","2943170","8188","7","38102","29"
"**Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 05-11-2021 
 Page 5 of 8","","","","","","","","",""
