"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,867+12","18,571+45","110","186-33","19-Feb-22"
"2","Coochbehar","33,938+8","33,669+40","106","163-32","19-Feb-22"
"3","Darjeeling","68,961+11","68,089+69","597+1","275-59","19-Feb-22"
"4","Kalimpong","8,500+2","8,386+14","57","57-12","19-Feb-22"
"5","Jalpaiguri","49,541+8","48,635+65","647","259-57","19-Feb-22"
"6","Uttar Dinajpur","25,094+4","24,736+23","267+1","91-20","19-Feb-22"
"7","Dakshin Dinajpur","23,039+12","22,703+34","193","143-22","19-Feb-22"
"8","Malda","44,391+10","43,990+50","199","202-40","19-Feb-22"
"9","Murshidabad","41,594+9","41,111+31","356","127-22","19-Feb-22"
"10","Nadia","87,536+20","86,277+78","940","319-58","19-Feb-22"
"11","Birbhum","57,644+13","57,041+63","350","253-50","19-Feb-22"
"12","Purulia","24,191+1","23,997+19","122","72-18","19-Feb-22"
"13","Bankura","43,831+10","43,352+48","286","193-38","19-Feb-22"
"14","Jhargram","15,533+4","15,440+15","30","63-11","19-Feb-22"
"15","Paschim Medinipur","62,496+12","61,778+46","529","189-34","19-Feb-22"
"16","Purba Medinipur","67,794+3","67,256+25","441+1","97-23","19-Feb-22"
"17","Purba Bardhaman","55,357+7","54,934+46","238","185-39","19-Feb-22"
"18","Paschim Bardhaman","75,577+9","74,958+47","431","188-38","19-Feb-22"
"19","Howrah","1,24,932+14","1,23,080+52","1,638","214-38","19-Feb-22"
"20","Hooghly","1,07,872+9","1,06,508+61","1,119","245-52","19-Feb-22"
"21","North 24 Parganas","4,02,716+43","3,96,548+208","5,327+1","841-166","19-Feb-22"
"22","South 24 Parganas","1,27,156+17","1,25,321+82","1,506+2","329-67","19-Feb-22"
"23","Kolkata","4,46,727+40","4,40,238+212","5,640+7","849-179","19-Feb-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,13,353+278","19,86,681+1,373","21,132+13","5,540-1,108",""
