"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","800325","13","50220","0","449","19","49685","86"
"2","ALWAR","1635052","26","85130","0","321","13","84696","113"
"3","BANSWARA","323760","11","14808","0","106","0","14679","23"
"4","BARAN","243990","0","15324","0","64","1","15256","4"
"5","BARMER","407517","0","21508","0","205","0","21280","23"
"6","BHARATPUR","476505","1","31458","0","274","0","31182","2"
"7","BHILWARA","511372","8","38410","0","162","0","38178","70"
"8","BIKANER","768899","10","50730","0","592","23","50030","108"
"9","BUNDI","237176","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","455760","5","29513","0","140","0","29313","60"
"11","CHURU","438754","5","20980","0","115","1","20842","23"
"12","DAUSA","300095","11","15962","0","82","5","15829","51"
"13","DHOLPUR","290825","0","13968","0","49","1","13918","1"
"14","DUNGARPUR","329027","0","25552","0","134","0","25386","32"
"15","GANGANAGAR","423611","1","28194","0","158","0","28031","5"
"16","HANUMANGARH","489828","0","22546","0","115","0","22424","7"
"17","JAIPUR","3501081","97","278530","0","2114","28","275957","459"
"18","JAISALMER","243570","7","17100","0","68","0","16968","64"
"19","JALORE","450763","3","10649","0","78","0","10512","59"
"20","JHALAWAR","420085","5","17801","0","207","0","17573","21"
"21","JHUNJHUNU","494976","0","19161","0","181","0","18980","0"
"22","JODHPUR","1442609","20","142312","0","1164","61","140867","281"
"23","KARAULI","244716","0","8970","0","85","0","8884","1"
