,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Bishnupur,3,0,,63,192,126,4,23.0,0.0,,695.0,1506.0,1508.0,240363,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,9276,195,,77420,137413,101830,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Chandel,2,0,,70,22,28,1,66.0,0.0,,386.0,153.0,229.0,144028,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,2438,41,,34026,28116,22092,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Churachandpur,28,0,,124,404,99,2,123.0,0.0,,1533.0,1413.0,773.0,271274,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,10339,163,,125209,112000,84995,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Imphal East,22,0,,257,111,100,27,150.0,1.0,,2546.0,3321.0,2099.0,452661,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,28146,482,,259543,271363,205505,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Imphal West,40,0,,463,304,263,43,265.0,1.0,,4626.0,6619.0,2092.0,514683,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,44502,675,,467121,334367,260500,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Jiribam,0,0,,200,0,0,6,18.0,0.0,,1511.0,66.0,77.0,43818,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,1048,7,,30507,28973,23871,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Kakching,5,0,,43,239,164,3,19.0,0.0,,364.0,1143.0,1255.0,135481,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,6478,116,,62318,90382,69478,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Kamjong,2,0,,5,9,26,0,35.0,0.0,,178.0,193.0,137.0,45616,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,992,5,,14830,12737,8474,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Kangpokpi,3,0,,36,90,66,0,9.0,0.0,,398.0,1611.0,641.0,0,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,2801,63,,42483,46144,30463,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-14,MN,116,0,29,1643,1913,1244,95,809.0,3.0,208.0,15008.0,20650.0,12553.0,Noney,0,0,,5,33,32,0,18.0,0.0,,149.0,168.0,161.0,0,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,1097,4,,18389,19513,13869,0,2022-01-14 22:54:57,3103000,2022-01-14 14:00:00+05:30,https://twitter.com/health_manipur,,126821,2012,123865,1487596,1358837,1017735,0,0.0,0,0,0,0
