Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Balod,48,0,11,,727,2507,0,242.0,0.0,30.0,,7233.0,13723.0,826165,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,27582,396,26936,,631166,442742,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Baloda Bazar,48,0,75,,3381,2448,0,365.0,1.0,105.0,,17844.0,17449.0,1305343,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,43550,472,42751,,856286,417526,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Balrampur,41,0,37,,271,1122,0,232.0,0.0,38.0,,4776.0,11794.0,598855,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,20620,118,20235,,616160,315198,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Bametara,24,0,1,,1521,2326,0,99.0,0.0,3.0,,5898.0,21163.0,197035,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,20098,237,19740,,595633,323080,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Bastar,73,0,14,,1709,786,0,289.0,1.0,25.0,,9954.0,4756.0,1302253,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,21433,189,20946,,575555,330562,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Bijapur,24,0,0,,220,327,0,174.0,0.0,0.0,,2912.0,1710.0,229832,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,8569,55,8287,,128011,73463,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Bilaspur,391,0,445,,2576,2255,0,2830.0,3.0,1784.0,,27905.0,22546.0,1961922,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,69993,1219,66374,,1261087,1005112,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Dakshin Bastar Dantewada,46,0,8,,91,161,0,294.0,0.0,10.0,,1905.0,848.0,533638,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,11211,26,10880,,193568,148029,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Dhamtari,44,1,1,,796,3245,0,302.0,2.0,6.0,,8867.0,22513.0,799199,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,27645,547,26743,,608902,390293,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Durg,854,1,103,,1532,3680,0,4420.0,3.0,466.0,,23060.0,32252.0,3343079,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,102536,1809,95761,,1252688,886481,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Gariaband,20,0,17,,563,1945,0,98.0,0.0,35.0,,4738.0,11422.0,597653,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,19829,194,19557,,413300,208549,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Gaurela Pendra Marwahi,68,0,14,,186,236,0,205.0,0.0,31.0,,3724.0,2930.0,0,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,12281,146,11909,,225511,130688,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Janjgir Champa,243,1,267,,1279,2125,0,1674.0,3.0,368.0,,22485.0,25534.0,1620632,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,59810,843,57225,,1129882,617998,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Jashpur,188,0,210,,3046,586,0,1232.0,0.0,605.0,,9892.0,5175.0,852043,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,28830,212,27545,,616167,384995,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Kabeerdham,28,0,4,,792,1145,0,124.0,0.0,12.0,,14363.0,6871.0,584667,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,22958,267,22525,,578223,378231,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Kondagaon,70,0,14,,1261,2340,0,151.0,0.0,20.0,,10861.0,38415.0,578326,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,13300,99,13066,,415575,275659,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Korba,444,1,411,,1257,1494,0,2801.0,3.0,1370.0,,11459.0,11228.0,1206563,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,58446,586,55737,,865407,491638,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Koriya,112,0,94,,654,2055,0,496.0,0.0,259.0,,9119.0,10155.0,659039,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,27708,177,27072,,436923,340294,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Mahasamund,40,0,15,,1097,2676,0,151.0,0.0,35.0,,11115.0,16093.0,1032275,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,31589,366,31066,,826663,802093,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Mungeli,14,0,0,,356,1137,0,176.0,0.0,2.0,,5902.0,8539.0,701707,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,24190,167,23774,,477000,209975,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Narayanpur,19,0,0,,1054,658,0,96.0,0.0,0.0,,3690.0,1672.0,140206,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,4116,14,4005,,69435,34206,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Other State,0,0,2,,0,0,0,0.0,0.0,12.0,,0.0,0.0,0,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,852,131,713,,0,0,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Raigarh,949,0,271,,1385,1200,0,3371.0,1.0,660.0,,13450.0,7288.0,1493627,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,67458,981,62550,,1141349,1120367,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Raipur,1859,1,1742,,4538,4128,0,10157.0,12.0,4750.0,,47951.0,33526.0,4062160,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,171445,3158,159918,,1852616,1441353,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Rajnandgaon,209,0,127,,1046,3104,0,1252.0,1.0,388.0,,16963.0,32181.0,1537520,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,57587,517,55989,,1232303,861214,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Sukma,33,0,17,,32,396,0,170.0,0.0,73.0,,2607.0,2144.0,249000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,8347,20,8124,,152412,116673,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
2022-01-14,CT,6153,5,4083,0,35413,73909,0,32872.0,30.0,11664.0,,322138.0,419643.0,Surajpur,73,0,26,,2878,26685,0,311.0,0.0,158.0,,9664.0,35903.0,660280,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,29498,224,28994,,566987,425390,0,2022-01-14 23:47:41,28724000,2022-01-14 08:00:00+05:30,https://twitter.com/HealthCgGov,,1050228,13639,1005727,,18992548,12997991,0,0.0,0.0
