Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Bagalkote,49,0,0,,2095,7218,0,99.0,0.0,12.0,,19326.0,27969.0,1890826,,,,35296,333,34866,,1479475,1160094,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Ballari,400,0,15,,3068,4244,0,1109.0,2.0,64.0,,17338.0,43118.0,2532383,,,,99115,1689,96126,,2140729,1632741,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Belagavi,227,0,44,,1465,6273,0,1155.0,1.0,109.0,,31015.0,53130.0,4778439,,,,81589,949,79244,,3766863,3049984,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Bengaluru Rural,418,3,45,,1740,2280,0,1630.0,3.0,193.0,,21488.0,17476.0,987257,,,,63941,895,61445,,827247,717071,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Bengaluru Urban,20121,7,1695,,17623,13438,0,90266.0,26.0,6298.0,,167077.0,141025.0,9588910,,,,1373452,16443,1247696,,10220377,8311882,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Bidar,131,0,0,,1013,7465,0,452.0,0.0,44.0,,13310.0,45378.0,1700018,,,,24835,404,23988,,1301554,1005976,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Chamarajanagara,106,0,12,,503,1766,0,550.0,0.0,20.0,,5814.0,18493.0,1020962,,,,33687,504,32624,,801681,634792,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Chikkaballapura,246,1,27,,917,4832,0,730.0,1.0,54.0,,7909.0,50751.0,1254377,,,,44795,433,43625,,1017363,834167,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Chikkamagaluru,174,0,25,,1737,2889,0,535.0,0.0,68.0,,14183.0,16330.0,1137753,,,,52058,398,51119,,846403,696330,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
2022-01-14,KA,28723,14,3105,221205,87337,133180,0,122195.0,49.0,10922.0,1262647.0,717625.0,965530.0,Chitradurga,104,0,7,,1028,2004,0,381.0,0.0,29.0,,11344.0,14228.0,1660378,,,,37192,212,36586,,1297088,979003,0,2022-01-14T23:55:57.253014+05:30,65798000,2022-01-14T23:55:57.253014+05:30,,,3153247,38411,2973470,58592562,50549212,40492357,0,0.0,0.0
