"1","Total Samples taken","*17927588"
"2","Sample collected on the day","35542"
"3","Test conducted on the day","34649"
"4","Total No. of patients tested Positive","748991"
"5","No. of patients discharged","715561"
"6","Positive cases on the day","1514"
"7","Number of active Cases","16070"
"8","Total Deaths reported","17360"
"9","No. of Patients on oxygen support","802"
"10","Patients at critical care Level-3 facilities","250"
"11","Patients who are critical and on ventilator support","73"
"12","Healthcare Workers vaccinated with 1st dose on the day","33"
"13","Total Healthcare Workers vaccinated with 1st dose","218014"
"14","Frontline Workers vaccinated with 1st dose on the day","46"
"15","Total Frontline Workers vaccinated with 1st dose","1115437"
"16","Healthcare Workers vaccinated with 2nd dose on the day","691"
"17","Total Healthcare Workers vaccinated with 2nd dose","195854"
"18","Frontline Workers vaccinated with 2nd dose on the day","3622"
"19","Total Frontline Workers vaccinated with 2nd dose","939443"
"20","Above 45 Vaccinated with 1st dose on the day","26261"
"21","Total Above 45 Vaccinated with 1st dose","7533671"
"22","Above 45 Vaccinated with 2nd dose on the day","55456"
"23","Total Above 45 Vaccinated with 2nd dose","5797913"
"24","18-44 years age group Vaccinated with 1st dose on the day","60791"
"25","Total 18-44 years age group Vaccinated with 1st dose","10934810"
"26","18-44 years age group Vaccinated with 2nd dose on the day","85596"
"27","Total 18-44 years age group Vaccinated with 2nd dose","7008473"
"28","15-17 years age group Vaccinated with 1st dose on the day","21641"
"29","Total 15-17 years age group Vaccinated with 1st dose","521543"
"30","15-17 years age group Vaccinated with 2nd dose on the day","1127"
"31","Total 15-17 years age group Vaccinated with 2nd dose","2478"
"32","Precautionary dose given on the day","9009"
"33","Total Precautionary dose given","234528"
"34","Total Vaccination 1st dose on the day","87131"
"35","Total Vaccination 2nd dose on the day","145365"
"36","Total Vaccination 1st and 2nd dose on the day","232496"
