"Total No. of Sample Taken Today","14943"
"Total No. of Positive Cases Detected Today","872"
"Total Active COVID-19 Patients","3790"
"Total No. of Active Cases under Home Isolation (19-08-2022)","3573"
"Total No. of Samples found Positive till date","1046475"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1032000"
"No. of Deaths","10662"
"Total No. of People Vaccinated Today","3394 
(1st Dose: 163 
2nd Dose: 620 
Precaution Dose: 2611)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23636343 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19721613 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1646785"
"Cumulative Coverage of Total COVID-19 Vaccination","45004741"
"COVID-19 Today (19-08-2022) Positivity Rate","5.19%"
"Recovery Rate","98.62%"
"Fatality Rate","1.02%"
