"Total No. of Sample Taken Today","26758"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","703"
"Total Active COVID-19 Patients","4937"
"Total No. of Active Cases under Home Isolation (16-02-2022)","4313"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","975898"
"Total Positive COVID-19 Patients Recovered / Discharged till date","960434"
"No. of Deaths","10504"
"Total No. of People Vaccinated today","30745 
(1st Dose: 6644, 
2nd Dose: 22281 
Precaution Dose: 1820)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22767127 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 84% for 18yrs above population)","17599831 (84%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","213758"
"Cumulative Coverage of Total COVID-19 Vaccination","40580716"
"COVID-19 Today (16-02-2022) Positivity Rate","2.53%"
"Recovery Rate","98.42%"
"Fatality Rate","1.08%"
"Tests Per Million Population","643428"
