"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","780162","0","49712","0","446","0","49262","4"
"2","ALWAR","1582275","0","84453","0","320","0","84129","4"
"3","BANSWARA","311488","0","14762","0","106","0","14656","0"
"4","BARAN","229409","0","15247","0","64","0","15181","2"
"5","BARMER","400618","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476092","0","31450","0","272","0","31178","0"
"7","BHILWARA","503161","0","38176","0","162","0","38014","0"
"8","BIKANER","729145","1","49894","0","586","0","49301","7"
"9","BUNDI","228897","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","448561","0","29374","0","140","2","29234","0"
"11","CHURU","429854","0","20819","0","114","0","20705","0"
"12","DAUSA","286295","0","15773","0","80","0","15693","0"
"13","DHOLPUR","276196","0","13749","0","49","0","13699","1"
"14","DUNGARPUR","326948","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","420687","0","28136","0","158","0","27978","0"
"16","HANUMANGARH","486370","0","22516","0","114","1","22401","1"
"17","JAIPUR","3340976","4","274400","0","2111","12","272241","48"
"18","JAISALMER","241484","0","17036","0","68","0","16968","0"
"19","JALORE","441046","0","10545","0","78","0","10467","0"
"20","JHALAWAR","379644","0","17707","0","207","0","17499","1"
"21","JHUNJHUNU","489967","0","19158","0","181","0","18977","0"
"22","JODHPUR","1405118","3","141077","0","1164","6","139893","20"
"23","KARAULI","235991","0","8968","0","84","0","8884","0"
