"Total No. of Sample Taken Today","13720"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","240"
"Total Active COVID-19 Patients","1940"
"Total No. of Active Cases under Home Isolation (28-02-2022)","1803"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","981684"
"Total Positive COVID-19 Patients Recovered / Discharged till date","969158"
"No. of Deaths","10563"
"Total No. of People Vaccinated today","13196 
(1st Dose: 2107, 
2nd Dose: 10262 
Precaution Dose: 827)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22853739 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 18yrs above population)","18022437 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","237279"
"Cumulative Coverage of Total COVID-19 Vaccination","41113455"
"COVID-19 Today (28-02-2022) Positivity Rate","1.27%"
"Recovery Rate","98.72%"
"Fatality Rate","1.08%"
"Tests Per Million Population","653917"
