,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Almora,0,0,0,157,48,789,0,0,2.0,0.0,5.0,150060.0,604.0,9387.0,0,621927,,,614 cases were recorded as Migrated / Others,12190,196,11378,234503.0,378354,217557,0,614,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,614.0
1,1,1,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Bageshwar,0,0,0,365,40,541,0,0,1.0,0.0,0.0,145976.0,340.0,5566.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5678,201602.0,183489,131794,0,25,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,25.0
2,2,2,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Chamoli,0,0,0,518,62,696,0,0,4.0,0.0,2.0,192578.0,829.0,11321.0,0,391114,,,204 cases were recorded as Migrated / Others,12242,62,11972,282968.0,274013,193240,0,204,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,204.0
3,3,3,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Champawat,0,0,0,105,40,728,0,0,1.0,0.0,0.0,136421.0,612.0,6314.0,0,259315,,,189 cases were recorded as Migrated / Others,7603,53,7358,231489.0,183495,121731,0,189,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,189.0
4,4,4,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Dehradun,6,0,4,3945,531,4648,0,0,33.0,0.0,28.0,1484625.0,5125.0,46603.0,0,1698560,,,598 cases were recorded as Migrated / Others,112371,3521,108145,1886121.0,1466841,806365,0,598,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,598.0
5,5,5,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Haridwar,0,0,1,2043,1020,14710,0,0,5.0,1.0,8.0,1700060.0,4977.0,66453.0,0,1927029,,,1376 cases were recorded as Migrated / Others,51499,1019,49097,2069602.0,1458603,667138,0,1376,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,1376.0
6,6,6,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Nainital,0,0,2,564,242,1707,0,0,9.0,0.0,12.0,348872.0,2021.0,15957.0,0,955128,,,134 cases were recorded as Migrated / Others,39234,944,38144,553294.0,723434,403359,0,134,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,134.0
7,7,7,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Pauri Garhwal,0,0,1,446,100,1055,0,0,3.0,0.0,3.0,243521.0,1754.0,11910.0,0,686527,,,701 cases were recorded as Migrated / Others,17686,315,16669,382399.0,431694,232550,0,701,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,701.0
8,8,8,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Pithoragarh,0,0,0,665,49,645,0,0,5.0,1.0,3.0,143877.0,816.0,9338.0,0,485993,,,108 cases were recorded as Migrated / Others,10262,182,9962,216563.0,318827,185704,0,108,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,108.0
9,9,9,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Rudraprayag,0,0,0,340,26,475,0,0,0.0,0.0,1.0,139564.0,349.0,5375.0,0,236857,,,159 cases were recorded as Migrated / Others,8800,106,8535,191942.0,171002,114930,0,159,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,159.0
10,10,10,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Tehri Garhwal,0,0,0,182,117,1160,0,0,0.0,0.0,0.0,200197.0,1789.0,13345.0,0,616409,,,900 cases were recorded as Migrated / Others,15835,108,14827,305308.0,381941,210359,0,900,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,900.0
11,11,11,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Udham Singh Nagar,0,0,0,538,256,6015,0,0,1.0,0.0,2.0,572257.0,3158.0,50120.0,0,1648367,,,799 cases were recorded as Migrated / Others,37876,761,36315,909549.0,1278607,534969,0,799,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,799.0
12,12,12,2021-11-02,UT,7,0,8,10620,2788,35452,0,0,67.0,2.0,64.0,81633.0,23361.0,260772.0,0.0,Uttarkashi,1,0,0,752,257,2283,0,0,3.0,0.0,0.0,216027.0,987.0,9083.0,0,329686,,,343 cases were recorded as Migrated / Others,12549,74,12129,336053.0,234766,163772,0,343,2022-01-22T02:22:28.621020+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343911,7401,330209,7801393,7485066,3983468,0,6150,6150.0,343.0
