,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Anjaw,0,0,0,1,3,22,0,0.0,0.0,0.0,18047.0,46.0,352.0,21089,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,1068,3,1065,20892,11714,8003,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
1,1,1,1,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Changlang,0,0,0,3,248,816,0,3.0,0.0,5.0,55544.0,957.0,4472.0,147951,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,3807,22,3782,79405,89602,57329,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
2,2,2,2,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,East Kameng,0,0,0,0,13,124,0,0.0,0.0,0.0,45273.0,68.0,430.0,78413,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,1094,0,1094,52762,22962,15869,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
3,3,3,3,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,East Siang,1,0,1,61,68,272,0,14.0,0.0,11.0,38987.0,308.0,1500.0,99019,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,3212,17,3185,60854,54109,39938,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
4,4,4,4,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Kamle,0,0,0,0,5,26,0,0.0,0.0,0.0,5189.0,32.0,181.0,22256,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,512,0,512,6574,6951,3917,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
5,5,5,5,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Kra Daadi,0,0,0,0,1,12,0,0.0,0.0,0.0,2841.0,6.0,37.0,0,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,270,0,270,6059,6278,3286,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
6,6,6,6,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Kurung Kumey,0,0,0,3,14,145,0,0.0,0.0,0.0,4945.0,33.0,266.0,89717,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,511,1,510,9146,9139,5782,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
7,7,7,7,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Lepa Rada,2,0,0,58,3,60,0,2.0,0.0,1.0,9907.0,46.0,316.0,0,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,876,3,871,16654,13341,10283,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
8,8,8,8,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Lohit,1,0,0,25,8,76,0,11.0,0.0,3.0,33628.0,212.0,1252.0,145538,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,2887,26,2851,48573,31186,22407,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
9,9,9,9,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Longding,0,0,0,7,15,88,0,1.0,0.0,0.0,9457.0,84.0,536.0,60000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,752,2,749,19799,19309,8090,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
10,10,10,10,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Lower Dibang Valley,2,0,1,44,21,52,0,7.0,0.0,6.0,34542.0,181.0,773.0,53986,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,2429,11,2401,46711,32714,22314,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
11,11,11,11,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Lower Siang,0,0,0,3,4,24,0,0.0,0.0,0.0,14440.0,60.0,361.0,80597,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,738,8,730,21510,16593,10098,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
12,12,12,12,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Lower Subansiri,0,0,0,27,32,102,0,1.0,0.0,2.0,38110.0,140.0,707.0,82839,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,3036,15,3016,48674,27008,19134,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
13,13,13,13,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Namsai,0,0,0,32,22,506,0,3.0,0.0,15.0,50981.0,223.0,2761.0,95950,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,2126,17,2103,70968,63617,48182,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
14,14,14,14,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Pakke Kessang,0,0,0,2,0,0,0,0.0,0.0,0.0,7206.0,13.0,209.0,0,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,453,0,453,10533,8009,5055,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
15,15,15,15,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Papum Pare,0,0,1,150,115,851,0,6.0,0.0,8.0,337738.0,989.0,3788.0,176385,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,18316,98,18214,379698,141467,101749,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
16,16,16,16,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Shi Yomi,0,0,0,4,0,0,0,1.0,0.0,8.0,7314.0,6.0,112.0,13310,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,262,0,261,9483,6914,5697,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
17,17,17,17,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Siang,0,0,0,0,0,11,0,0.0,0.0,0.0,3868.0,36.0,209.0,31920,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,411,3,408,8138,14410,9133,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
18,18,18,18,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Tawang,0,0,1,29,20,51,0,8.0,0.0,16.0,27853.0,100.0,735.0,49950,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,2579,20,2545,42077,29584,23452,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
19,19,19,19,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Tirap,0,0,1,10,16,287,0,0.0,0.0,4.0,12398.0,43.0,850.0,111997,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,1109,5,1104,27055,31587,21652,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
20,20,20,20,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Upper Dibang Valley,0,0,0,2,0,0,0,0.0,0.0,0.0,5225.0,0.0,4.0,7948,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,337,2,335,7135,4156,2603,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
21,21,21,21,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Upper Siang,0,0,0,2,16,158,0,0.0,0.0,2.0,7755.0,65.0,667.0,35289,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,1016,1,1015,14319,18634,14020,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
22,22,22,22,2021-11-02,AR,6,0,9,740,647,4006,0,53.0,0.0,108.0,-7674.0,4055.0,23603.0,Upper Subansiri,0,0,0,200,5,121,0,0.0,0.0,0.0,31924.0,63.0,893.0,83205,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,1958,6,1952,38141,24861,16634,2021-11-03 09:49,1504000,2021-11-02 20:00,https://twitter.com/DirHealth_ArPr,,55167,280,54805,1174767,773805,543518,0,0,0,0,0
