,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Bagalkote,0,0,0,,1884,2058,0,0,0.0,0.0,0.0,,54316.0,23536.0,0,1890826,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,35178.0,333.0,34843.0,,1190494,615851,0,0.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,0.0
1,1,1,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Ballari,0,0,2,,6070,7363,0,0,10.0,0.0,17.0,,50816.0,61329.0,0,2532383,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,97767.0,1689.0,95966.0,,1769130,875426,0,0.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,0.0
2,2,2,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Belagavi,6,0,5,,7370,14078,0,0,27.0,0.0,30.0,,39158.0,89540.0,0,4778439,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,79909.0,938.0,78893.0,,3173124,1402467,0,0.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,0.0
3,3,3,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Bengaluru Rural,1,0,3,,423,2611,0,0,19.0,0.0,23.0,,4529.0,21500.0,0,987257,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,62007.0,890.0,61079.0,,701616,390224,0,0.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,0.0
4,4,4,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Bengaluru Urban,139,3,190,,4318,22847,0,0,1093.0,31.0,1102.0,,41673.0,214881.0,0,9588910,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,1252106.0,16284.0,1229397.0,,9228544,5951375,0,1.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,1.0
5,5,5,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Bidar,0,0,0,,1869,3160,0,0,0.0,0.0,3.0,,13897.0,26991.0,0,1700018,,,4.0 cases were recorded as Deaths due to Non Covid Reasons,24340.0,400.0,23936.0,,932669,520564,0,4.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,4.0
6,6,6,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Chamarajanagara,0,0,1,,173,2577,0,0,4.0,0.0,18.0,,1760.0,26944.0,0,1020962,,,11.0 cases were recorded as Deaths due to Non Covid Reasons,33001.0,500.0,32474.0,,648205,355698,0,11.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,11.0
7,7,7,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Chikkaballapura,0,0,0,,310,1173,0,0,12.0,3.0,8.0,,4054.0,19529.0,0,1254377,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,43953.0,429.0,43501.0,,852892,499469,0,1.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,1.0
8,8,8,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Chikkamagaluru,2,0,4,,409,2291,0,0,22.0,0.0,37.0,,4104.0,12087.0,0,1137753,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,51130.0,395.0,50672.0,,737975,348785,0,0.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,0.0
9,9,9,2021-11-02,KA,239.0,5.0,376.0,60711,66104,162103,0,0,2207.0,65.0,2282.0,693603.0,587592.0,1247847.0,0.0,Chitradurga,0,0,1,,3828,4361,0,0,18.0,0.0,15.0,,44311.0,46701.0,0,1660378,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,36670.0,206.0,36416.0,,1026650,624861,0,0.0,2022-01-22T01:23:43.310048+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2988760.0,38089.0,2942272.0,51007738.0,42600931,23104503,0,29.0,29.0,0.0
