"Total No. of Sample Taken Today","15787"
"Total No. of Positive Cases Detected Today","900"
"Total Active COVID-19 Patients","3677"
"Total No. of Active Cases under Home Isolation (04-08-2022)","3513"
"Total No. of Samples found Positive till date","1033149"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1018803"
"No. of Deaths","10646"
"Total No. of People Vaccinated Today","26000 
(1st Dose: 1374 
2nd Dose: 7074 
Precaution Dose: 17552)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23627428 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19679274(88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1510960"
"Cumulative Coverage of Total COVID-19 Vaccination","44817662"
"COVID-19 Today (04-08-2022) Positivity Rate","5.37%"
"Recovery Rate","98.61%"
"Fatality Rate","1.03%"
