"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35180","0","34844","3","0","333","0"
"2","Ballari","0","97785","3","95984","115","0","1686","0"
"3","Belagavi","1","79947","1","78947","58","0","942","0"
"4","Bengaluru Rural","4","62067","3","61121","56","0","890","0"
"5","Bengaluru Urban","207","1254463","256","1232036","6110","2","16316","1"
"6","Bidar","0","24342","0","23937","0","0","401","4"
"7","Chamarajanagara","0","33024","1","32490","21","0","502","11"
"8","Chikkaballapura","0","43968","2","43529","7","0","431","1"
"9","Chikkamagaluru","1","51171","2","50728","47","0","396","0"
"10","Chitradurga","2","36695","1","36456","31","1","208","0"
"11","Dakshina 
Kannada","6","115697","12","113885","120","1","1685","7"
"12","Davanagere","2","50998","1","50376","14","0","608","0"
"13","Dharwada","0","61014","5","59674","20","0","1318","2"
"14","Gadag","0","26066","0","25747","0","0","319","0"
"15","Hassana","1","111947","12","110568","120","1","1257","2"
"16","Haveri","0","21947","0","21304","0","0","643","0"
"17","Kalaburagi","0","61947","0","61109","18","0","820","0"
"18","Kodagu","11","37183","8","36784","68","0","330","1"
"19","Kolara","9","46992","9","46299","57","1","636","0"
"20","Koppala","0","35198","0","34661","12","1","525","0"
"21","Mandya","4","73825","6","73136","35","0","654","0"
"22","Mysuru","21","179443","13","176892","130","1","2421","0"
"23","Raichuru","0","39979","2","39645","2","0","332","0"
"24","Ramanagara","1","24212","2","23880","11","0","321","0"
"25","Shivamogga","2","69499","5","68314","95","0","1090","0"
"26","Tumakuru","18","120964","19","119715","115","0","1134","0"
"27","Udupi","9","76820","4","76275","57","0","488","0"
"28","Uttara Kannada","7","56353","16","55503","79","0","771","0"
"29","Vijayapura","2","36276","1","35775","6","0","495","0"
"30","Yadagiri","0","27546","0","27338","2","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","308","2992584","384","2946985","7409","8","38161","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 17-11-2021 
 Page 5 of 8","","","","","","","","",""
