,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Araria,59,0,20,,9095,3546,0,0,321.0,0.0,50.0,,58142.0,26782.0,0,2806200,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,15335,139,14901,,1537059,959413,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
1,1,1,1,1,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Arwal,42,0,26,,2444,1493,0,0,273.0,0.0,43.0,,19258.0,9816.0,0,700843,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,7669,109,7320,,409025,291182,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
2,2,2,2,2,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Aurangabad,90,0,31,,5505,1526,0,5,463.0,0.0,121.0,,48132.0,10345.0,0,2511243,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,20520,75,20080,,1580303,1054509,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
3,3,3,3,3,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Banka,52,0,25,,2828,7071,0,0,361.0,0.0,65.0,,26899.0,20573.0,0,2029339,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,7763,112,7340,,1180907,854534,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
4,4,4,4,4,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Begusarai,209,0,113,,7236,8633,0,3,1151.0,0.0,420.0,,53384.0,44814.0,0,2954367,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,28491,561,27105,,1701596,1213005,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
5,5,5,5,5,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Bhagalpur,276,0,87,,5877,3668,0,3,936.0,1.0,208.0,,59089.0,31394.0,0,3032226,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,26844,354,25720,,1788397,1266626,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
6,6,6,6,6,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Bhojpur,88,0,54,,4979,4558,0,0,551.0,0.0,165.0,,61938.0,31581.0,0,2720155,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,10811,238,10152,,1576792,1103962,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
7,7,7,7,7,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Buxar,93,0,50,,3200,3290,0,3,271.0,0.0,88.0,,32533.0,25340.0,0,1707643,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,9541,217,9130,,1070154,837277,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
8,8,8,8,8,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Darbhanga,190,1,6,,7165,4603,0,2,888.0,1.0,57.0,,78453.0,32957.0,0,3921971,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,11907,371,10641,,2355960,1737970,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
9,9,9,9,9,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,East Champaran,106,0,26,,13074,7775,0,0,557.0,1.0,75.0,,114198.0,43153.0,0,5082868,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,19608,528,18587,,2924254,2493194,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
10,10,10,10,10,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Gaya,179,1,224,,11302,12717,0,104,1512.0,1.0,1089.0,,112628.0,64059.0,0,4379383,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,36294,366,34810,,2740940,1644594,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
11,11,11,11,11,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Gopalganj,47,0,3,,6496,4885,0,0,162.0,0.0,31.0,,59852.0,27656.0,0,2558037,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,16866,256,16471,,1508418,1146914,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
12,12,12,12,12,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Jamui,133,0,44,,4178,8343,0,3,781.0,1.0,223.0,,57853.0,30491.0,0,1756078,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,10245,119,9527,,998850,703879,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
13,13,13,13,13,2022-01-13,BR,6393,7,3671,182377,239900,172314,25838,333,36047.0,23.0,10435.0,1294374.0,2226247.0,1071802.0,175346.0,Jehanabad,50,0,66,,2428,2275,0,8,663.0,0.0,274.0,,22242.0,13928.0,0,1124176,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,11558,244,10823,,638478,415049,0,0,2022-01-13 22:54:29,119520000,2022-01-13 22:54:00+05:30,https://twitter.com/BiharHealthDept,,768851,12121,725355,63074548,61694247,44231726,175346,0,0.0,0
