"Total No. of Sample Taken Today","9535"
"Total No. of Positive Cases Detected Today","80"
"Total Active COVID-19 Patients","434"
"Total No. of Active Cases under Home Isolation (16-09-2022)","402"
"Total No. of Samples found Positive till date","1054190"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1043037"
"No. of Deaths","10696"
"Total No. of People Vaccinated Today","8531 
(1st Dose: 670 
2nd Dose: 2016 
Precaution Dose: 5845)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23658828 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19792243 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1864829"
"Cumulative Coverage of Total COVID-19 Vaccination","45315900"
"COVID-19 Today (16-09-2022) Positivity Rate","0.85%"
"Recovery Rate","98.94%"
"Fatality Rate","1.01%"
