"Total No. of Sample Taken Today","38572"
"Total No. of Positive Cases Detected Today","24"
"Total Positive Cases under Home Isolation (06-12-2021)","144"
"Total No. of Samples Sent till date","13812416"
"Total No. of Samples found Positive till date","771875 
(M: 471623 
F: 300235 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761612"
"Total Active COVID-19 Patients","185"
"No. of Deaths","10055"
"Total No. of People Vaccinated today","179099 
(1st Dose: 39347, 
2nd Dose: 139752"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18809434 (91%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","10800578 (52%)"
"Cumulative Coverage of Total COVID-19 Vaccination","29610012"
"COVID-19 Today (07-12-2021) Positivity Rate","0.08%"
"COVID-19 Cumulative Positivity Rate","5.60%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","544868"
