"Total No. of Sample Taken Today","12927"
"Total No. of Positive Cases Detected Today","41"
"Total Active COVID-19 Patients","290"
"Total No. of Active Cases under Home Isolation (30-03-2022)","281"
"Total No. of Samples found Positive till date","985162"
"Total Positive COVID-19 Patients Recovered / Discharged till date","974233"
"No. of Deaths","10616"
"Total No. of People Vaccinated Today","29787 
(1st Dose: 9904 
2nd Dose: 17568 
Precaution Dose: 2315)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23139812 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18465069 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","274413"
"Cumulative Coverage of Total COVID-19 Vaccination","41879294"
"COVID-19 Today (30-03-2022) Positivity Rate","0.33%"
"Recovery Rate","98.89%"
"Fatality Rate","1.08%"
"Tests Per Million Population","672553"
